source	target	value	LR_pair	model	tissue	strain	treatment	interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
Astrocyte	Ependymal cell	0.0457741528200477	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Avp+ neuron	Ependymal cell	0.0383736429943485	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
E/P transition cell	Ependymal cell	0.0086781068485035	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Ependymal cell	Ependymal cell	0.0367841305531043	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Excitatory neuron	Ependymal cell	0.0382899804666241	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Fibroblast	Ependymal cell	0.0116968834984009	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Inhibitory neuron	Ependymal cell	0.0313931651172796	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Microglia	Ependymal cell	0.0124342042425812	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Myelinating OL	Ependymal cell	0.0474654596132772	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
OPC	Ependymal cell	0.0442421144437193	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Tanycyte	Ependymal cell	0.0142431477675922	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Astrocyte	Excitatory neuron	0.126799262530022	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Avp+ neuron	Excitatory neuron	0.107778658663464	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
E/P transition cell	Excitatory neuron	0.0258157585376414	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Ependymal cell	Excitatory neuron	0.103624048853539	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Excitatory neuron	Excitatory neuron	0.107560604030575	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Fibroblast	Excitatory neuron	0.0345880566447163	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Inhibitory neuron	Excitatory neuron	0.0893458792253576	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Microglia	Excitatory neuron	0.0367147326367199	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Myelinating OL	Excitatory neuron	0.131073132440984	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
OPC	Excitatory neuron	0.122904643527514	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Tanycyte	Excitatory neuron	0.041906146244373	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Astrocyte	Inhibitory neuron	0.0512885486857326	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Avp+ neuron	Inhibitory neuron	0.0430367114411226	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
E/P transition cell	Inhibitory neuron	0.00976930810660881	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Ependymal cell	Inhibitory neuron	0.0412623334586006	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Excitatory neuron	Inhibitory neuron	0.0429433364572103	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Fibroblast	Inhibitory neuron	0.0131626312374241	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Inhibitory neuron	Inhibitory neuron	0.0352390678365441	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Microglia	Inhibitory neuron	0.0139910383616823	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Myelinating OL	Inhibitory neuron	0.0531722529969385	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
OPC	Inhibitory neuron	0.0495815361365718	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Tanycyte	Inhibitory neuron	0.0160227973560036	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Astrocyte	Myelinating OL	0.0547354097982676	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Avp+ neuron	Myelinating OL	0.0459558689404018	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
E/P transition cell	Myelinating OL	0.0104566117292145	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Ependymal cell	Myelinating OL	0.0440666779998661	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Excitatory neuron	Myelinating OL	0.0458564638773569	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Fibroblast	Myelinating OL	0.0140852707596329	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Inhibitory neuron	Myelinating OL	0.0376501243560075	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Microglia	Myelinating OL	0.014970864472832	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Myelinating OL	Myelinating OL	0.0567381379129984	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
OPC	Myelinating OL	0.0529200762088394	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Tanycyte	Myelinating OL	0.0171424386516834	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Astrocyte	OPC	0.152283185903073	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Avp+ neuron	OPC	0.130009008420479	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
E/P transition cell	OPC	0.0317419377094026	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Ependymal cell	OPC	0.125117639975353	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Excitatory neuron	OPC	0.129752518660395	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Fibroblast	OPC	0.0424402468530262	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Inhibitory neuron	OPC	0.108235509924322	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Microglia	OPC	0.0450272034975865	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Myelinating OL	OPC	0.157261315849833	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
OPC	OPC	0.147738264436527	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Tanycyte	OPC	0.0513313562575005	NCAM1_NCAM2	AngII	HYP	C57BL/6	Saline 3d	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2
Astrocyte	Astrocyte	0.0220186557781753	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Avp+ neuron	Astrocyte	0.0188242933750471	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Ependymal cell	Astrocyte	0.018201363138042	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Excitatory neuron	Astrocyte	0.0574062587378553	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Fibroblast	Astrocyte	0.0158984016684065	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Inhibitory neuron	Astrocyte	0.0587178809913717	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Microglia	Astrocyte	0.0160921526653347	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
OPC	Astrocyte	0.022522281375038	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Tanycyte	Astrocyte	0.0201550369134682	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Astrocyte	Avp+ neuron	0.0188242933750471	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Avp+ neuron	Avp+ neuron	0.0160857316245983	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Ependymal cell	Avp+ neuron	0.0155519889727258	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Excitatory neuron	Avp+ neuron	0.0493370226535887	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Fibroblast	Avp+ neuron	0.0135796080117618	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Inhibitory neuron	Avp+ neuron	0.0504741509149041	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Microglia	Avp+ neuron	0.0137454949876751	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
OPC	Avp+ neuron	0.019256293963925	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Tanycyte	Avp+ neuron	0.0172262772771412	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Astrocyte	Ependymal cell	0.018201363138042	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Avp+ neuron	Ependymal cell	0.0155519889727258	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Ependymal cell	Ependymal cell	0.0150356858637129	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Excitatory neuron	Ependymal cell	0.0477535133435525	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Fibroblast	Ependymal cell	0.013127911845736	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Inhibitory neuron	Ependymal cell	0.0488560202438061	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Microglia	Ependymal cell	0.0132883552845239	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
OPC	Ependymal cell	0.0186193393216715	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Tanycyte	Ependymal cell	0.0166553306577381	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Astrocyte	Excitatory neuron	0.0574062587378553	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Avp+ neuron	Excitatory neuron	0.0493370226535887	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Ependymal cell	Excitatory neuron	0.0477535133435525	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Excitatory neuron	Excitatory neuron	0.141442112841126	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Fibroblast	Excitatory neuron	0.0418708744258955	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Inhibitory neuron	Excitatory neuron	0.144379691759824	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Microglia	Excitatory neuron	0.0423675204401431	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
OPC	Excitatory neuron	0.058670735728147	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Tanycyte	Excitatory neuron	0.0527089227836042	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Astrocyte	Fibroblast	0.0158984016684065	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Avp+ neuron	Fibroblast	0.0135796080117618	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Ependymal cell	Fibroblast	0.013127911845736	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Excitatory neuron	Fibroblast	0.0418708744258955	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Fibroblast	Fibroblast	0.011459385804935	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Inhibitory neuron	Fibroblast	0.0428436768119011	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Microglia	Fibroblast	0.0115996769552175	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
OPC	Fibroblast	0.0162643687253794	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Tanycyte	Fibroblast	0.0145450858565201	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Astrocyte	Inhibitory neuron	0.0587178809913717	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Avp+ neuron	Inhibitory neuron	0.0504741509149041	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Ependymal cell	Inhibitory neuron	0.0488560202438061	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Excitatory neuron	Inhibitory neuron	0.144379691759824	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Fibroblast	Inhibitory neuron	0.0428436768119011	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Inhibitory neuron	Inhibitory neuron	0.147367808493113	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Microglia	Inhibitory neuron	0.0433513395158849	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
OPC	Inhibitory neuron	0.0600094095298214	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Tanycyte	Inhibitory neuron	0.0539193593084403	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Astrocyte	Microglia	0.0160921526653347	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Avp+ neuron	Microglia	0.0137454949876751	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Ependymal cell	Microglia	0.0132883552845239	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Excitatory neuron	Microglia	0.0423675204401431	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Fibroblast	Microglia	0.0115996769552175	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
Inhibitory neuron	Microglia	0.0433513395158849	NEGR1_NEGR1	AngII	HYP	C57BL/6	Saline 3d	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1
