"pathway"	"pval"	"padj"	"log2err"	"ES"	"NES"	"size"	"leadingEdge"	"group_id"	".before"	"project"	"strain"	"tissue"	"cell_type"	"control"	"treatment"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING"	0.971830985915493	0.971830985915493	0.0155348639580133	0.259109678270693	0.551505945585467	26	"Ncstn;Ctnnb1;Notch4;Adam17;Trp53;Axin1;Jag1;Fzd1;Notch1;Ppard;Kat2a;Skp2;Dvl2"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION"	8.40748474413246e-20	4.20374237206623e-18	1.15122052214226	0.652871391051532	2.67949530350349	172	"Atp5g1;Ndufa5;Cox6b1;Uqcrq;Cox7b;Cox7c;Uqcr11;Cycs;Ndufb8;Atp5k;Cox6c;Ndufa4;Cox5b;Ndufb5;Cox7a2;Ndufc1;Cox5a;Got2;Uqcrh;Slc25a3;Atp5g3;Uqcrfs1;Atp5a1;Mdh1;Ndufa1;Uqcr10;Ndufb6;Ndufab1;Ndufa6;Atp5j2;Acadvl;Cyc1;Atp5b;Atp5o;Slc25a5;Idh3a;Ndufa3;Cox8a;Uqcrb;Ndufa2;Mrps15;Atp5h;Sdhb;Ndufb7;Gpx4;Timm8b;Ndufs8;Hccs;Dlst;Hspa9;Ndufb2;Lrpprc;Ndufs6;Cox7a2l;Cox6a1;Ldhb;Htra2;Atp6v0b;Grpel1;Ldha;Dlat;Atp5g2;Suclg1;Mdh2;Ndufb3;Ndufv2"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_MYC_TARGETS_V1"	9.02160800462143e-08	2.25540200115536e-06	0.704975715167238	0.492401007722616	1.97867184639884	154	"Cox5a;Got2;Slc25a3;Gnl3;Hspd1;Ndufab1;Dhx15;Hnrnpa2b1;Xrcc6;Hnrnpa3;Cyc1;Ncbp1;C1qbp;Rack1;Tfdp1;Psma1;Mrpl23;Hspe1;Srsf2;Syncrip;Eef1b2;Mcm6;Cnbp;Cct3;Abce1;Prps2;Npm1;Set;Eprs;Vbp1;Smarcc1;Psmd1;Hsp90ab1;Ldha;Psmd8;Tcp1;Eif3j1;Ptges3;Pabpc4;Psmc6;Gspt1;Sf3b3;Snrpa1;Exosc7;Prpf31;Vdac3;Tomm70a;Snrpa;Eif4g2;Cct7;Hnrnpu;Srpk1;Stard7;Eif4e;Eif3d"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_MYOGENESIS"	0.00250909307953801	0.0418182179923002	0.431707695803346	0.418377716596236	1.583115771366	94	"Acta1;Cryab;Cdh13;Csrp3;Cox6a2;Ablim1;Fabp3;Cox7a1;Tnnc1;Hrc;Actc1;Clu;App;Sparc;Sorbs1;Pdlim7;Fxyd1;Eif4a2"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_NOTCH_SIGNALING"	0.0100848865947872	0.105126702166507	0.380730400722792	-0.759490589619572	-1.702780412462	19	"St3gal6;Ppard;Notch2;Lfng;Arrb1"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_MYC_TARGETS_V2"	0.0105126702166507	0.105126702166507	0.380730400722792	0.558674007649147	1.68481434732614	30	"Gnl3;Hspd1;Utp20;Ndufaf4;Hspe1;Hk2;Npm1;Prmt3;Pprc1;Imp4;Wdr43;Tfb2m;Mphosph10"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_KRAS_SIGNALING_DN"	0.0215289704111672	0.179408086759727	0.352487857583619	-0.722384639460461	-1.83904160845413	43	"Camk1d;Tnni3;Ptprj;Prkn;Selenop;Kmt2d;Gprc5c;Cpeb3;Mast3;Lfng;Thrb"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_BILE_ACID_METABOLISM"	0.0331568041848241	0.229202837467245	0.321775918075361	-0.598345127648676	-1.54138394815031	49	"Abca9;Abcd2;Abca6;Cyp27a1;Abca1;Nr3c2;Idh1;Rxra;Cat;Pex13;Abcd3;Abcd1"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_MTORC1_SIGNALING"	0.0366724539947593	0.229202837467245	0.321775918075361	0.325650387475466	1.26068258886301	129	"Atp5g1;Hspd1;Nufip1;Nup205;Ldlr;Gapdh;Stip1;Rpn1;Eef1e1;Hsp90b1;Hspe1;Sla;Ssr1;Hspa4;Acaca;Hmgcs1;Hk2;Aldoa;Hspa9;Txnrd1;Ufm1;Gbe1;Pgm1;Tomm40;Eprs;Calr;Cdkn1a;Cacybp;Ldha;M6pr"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING"	0.105540897097625	0.308641975308642	0.155241966228839	-0.589322612397203	-1.35979776269172	22	"Ppard;Maml1;Csnk1e;Ncor2;Numb;Hdac5"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_INFLAMMATORY_RESPONSE"	0.0616216216216216	0.308641975308642	0.186432558434075	-0.482324707333232	-1.35886815397477	107	"Csf3r;Adgre1;Abca1;C3ar1;Lcp2;Irak2;P2rx4;P2rx7;Hrh1;Cybb;Ptafr;Gna15;Psen1;Msr1;Tnfrsf1b;Gch1;Itga5;Cd82;Atp2c1;Scn1b;Cd40;Rnf144b;Nlrp3;Pik3r5;Csf1;Gabbr1;Ebi3;Ccl24;Tlr2;Ripk2;Scarf1;Kif1b;Mxd1;Cd48;Icosl;Atp2a2;Il15ra;Il10ra;Stab1;Lpar1;Acvr1b;Il15;Tapbp"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_ANGIOGENESIS"	0.111111111111111	0.308641975308642	0.156312403073186	-0.651131681570425	-1.35584934981777	13	"Lpl;Fgfr1;Vav2;Ptk2;Itgav"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_HEME_METABOLISM"	0.0685224839400428	0.308641975308642	0.175204047558551	-0.469045451963037	-1.33189550893829	116	"Blvrb;Atp6v0a1;Epb41;Bach1;Ccnd3;Gypc;Lamp2;Tmcc2;Tfrc;Smox;Cir1;Tnrc6b;Ranbp10;Cat;Rbm5;Ezh1;Xpo7;Ypel5;Riok3;Cast;Hdgf;Blvra;Rnf19a;Tns1;Adipor1;Foxo3;Kat2b;Tmem9b;Cdr2;Slc25a38"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_SPERMATOGENESIS"	0.110576923076923	0.308641975308642	0.143758989039275	-0.521916223238004	-1.31093357296027	40	"Tnni3;Phkg2;Ip6k1;Chfr;Spata6;Mllt10;Pias2;Zc3h14;Dbf4"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_XENOBIOTIC_METABOLISM"	0.087719298245614	0.308641975308642	0.155241966228839	-0.469611874710149	-1.30300534401615	91	"Apoe;Blvrb;Abcd2;Cyp27a1;Ppard;Cd36;Comt;Tmbim6;Smox;Idh1;Tmem176b;Ninj1;Cat;Pros1;Abcc3;Sar1b;Gch1;Pgd;Xdh;Tnfrsf1a;Aco2;Slc6a6;Slc46a3"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_KRAS_SIGNALING_UP"	0.0843373493975904	0.308641975308642	0.158514105424824	-0.468634476887836	-1.30230586681876	93	"Mafb;Cfh;C3ar1;Laptm5;F13a1;Cbl;Ikzf1;Fuca1;Btbd3;Cxcr4;Gypc;Akt2;Birc3;Tmem176b;Itgb2;St6gal1;Bmp2;Tmem176a;Tnfrsf1b;Usp12;Tfpi;Zfp639;Map3k1;Scn1b;Nrp1;Evi5;Dnmbp;Ank;Atg10;Fcer1g;Trib1"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_IL6_JAK_STAT3_SIGNALING"	0.11008111239861	0.308641975308642	0.141225119642531	-0.49362906246805	-1.28957205770818	54	"Csf3r;Cd36;Il6st;Cbl;Cd38;Ifngr1;Itga4;Map3k8;Tgfb1;Tnfrsf1b;Pim1;Tnfrsf1a;Grb2;Pik3r5;Csf1;Ebi3;Tlr2"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_INTERFERON_GAMMA_RESPONSE"	0.0889121338912134	0.308641975308642	0.150169802128406	-0.444037429913158	-1.28039199270985	142	"Cfh;Samhd1;Trim14;Oas2;Lcp2;Rapgef6;St8sia4;Irf4;Cd38;Ptpn6;Trim25;Epsti1;Ncoa3;Ddx60;Trim26;Txnip;Nod1;Casp8;Cd74;Znfx1;Samd9l;Pim1;Arid5b;Gch1;Slc25a28;Sod2;Cd40;Lats2;Casp4"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_ALLOGRAFT_REJECTION"	0.102702702702703	0.308641975308642	0.141225119642531	-0.452513761395553	-1.27488086396313	107	"Spi1;Ly86;Tpd52;Ccr5;Lcp2;St8sia4;Irf4;Il16;Tap2;Ifngr1;Ptpn6;Ccnd3;Tgfb1;Itgb2;Cd74;Akt1;Csk;Bcl10;Egfr;Cd40;Nlrp3;Ikbkb;Fcgr2b;Bcl3;Csf1;Prkcg;Hcls1;Degs1;Apbb1;Tlr2;Ripk2;Ifnar2"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_MITOTIC_SPINDLE"	0.137214137214137	0.361089834774045	0.117249716749792	-0.417906620337957	-1.20691969636663	148	"Arhgef3;Marcks;Epb41;Stau1;Abl1;Bin1;Rapgef6;Cep250;Myh10;Notch2;Fgd4;Prex1;Apc;Kifap3;Smc3;Myo9b;Lats1;Ranbp9;Pcnt;Ckap5;Ssh2;Ophn1;Bcl2l11;Map3k11;Arhgef11;Arhgef2;Pxn;Rock1;Pcgf5;Katna1;Espl1;Arfip2;Cep192;Dync1h1;Sass6;Cdc42ep4;Wasf2;Taok2;Incenp;Numa1"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_G2M_CHECKPOINT"	0.150107991360691	0.375269978401728	0.11378726182188	-0.425348841376569	-1.20517295129499	113	"Arid4a;Mapk14;Marcks;Odf2;Abl1;Notch2;Foxn3;Prpf4b;Tgfb1;Hnrnpd;Kpnb1;Hira;Meis1;Rad21;Cdkn1b;Atrx;Upf1;E2f1;Rbm14;Bcl3;Pml;Katna1;Lbr;Espl1;Dbf4;Wrn;Srsf1;Incenp;Numa1"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_INTERFERON_ALPHA_RESPONSE"	0.164212910532276	0.390983120314944	0.11101149245045	-0.446830332634409	-1.20358705657959	73	"Tent5a;Trim14;Trim25;Epsti1;Ddx60;Trim26;Txnip;Elf1;Casp8;Cd74;Oas1g;Samd9l;Ncoa7;Slc25a28;Herc6;Mvb12a;Csf1;Parp14;Ripk2;Batf2;Nub1;Ifi27;Trim5;Casp1;Uba7"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_PEROXISOME"	0.178899082568807	0.399749987922582	0.106323255932708	-0.449335422301335	-1.19441913975236	64	"Abcd2;Hmgcl;Idh1;Pex14;Dhrs3;Cat;Pex13;Crat;Slc25a17;Pex5;Abcd3;Abcd1;Bcl10;Sod2;Dlg4;Abcc5;Hsd17b11;Slc23a2;Mvp;Abcb4;Lonp2;Aldh9a1"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"	0.183884994444388	0.399749987922582	0.249246554383295	0.320452688266672	1.15437096961772	70	"Dpysl3;Tpm1;Fermt2;Cadm1;Cald1;Sparc;Ecm2;Lgals1;Glipr1;Vcam1;Col4a1;Timp3"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_PANCREAS_BETA_CELLS"	0.217142857142857	0.452380952380952	0.107972360317345	-0.607585803839431	-1.24061483141659	11	"Mafb"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_APICAL_JUNCTION"	0.227820372398686	0.455640744797371	0.0891647117820678	-0.4120605680291	-1.14509051658485	93	"Mapk14;Tgfbi;Nlgn2;Actb;Cdk8;Irs1;Vav2;Cnn2;Myh10;Ptk2;Sgce;Rsu1;Sorbs3;Akt2;Sdc3;Inppl1;Adam15;Lima1;Layn;Arhgef6;Crat;Shc1;Rac2"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_FATTY_ACID_METABOLISM"	0.281235873856122	0.524824393358876	0.203508959461977	0.295740615244813	1.11046333553556	96	"Ptprg;Mgll;Hsph1;Mdh1;Hadh;Acadvl;Bckdhb;Lgals1;Gpd2;Ostc;Hmgcs1;Hccs;Aldoa;Dlst;Hsp90aa1;Ldha;Ephx1;Rap1gds1;Serinc1;Suclg1;Mdh2;Psme1;Suclg2;Ech1"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_COMPLEMENT"	0.283405172413793	0.524824393358876	0.0764767053228531	-0.388472927413704	-1.0975658866367	110	"Pla2g7;Cfh;Cp;Cd36;Akap10;Lcp2;Lgmn;Usp8;Lamp2;Timp2;Brpf3;Pik3ca;Cebpb;Psen1;Dyrk2;Pim1;Prdm4;Casp4;Ctso;Ppp4c;Pfn1;Grb2;Pik3r5;Ang;Fcer1g"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS"	0.294736842105263	0.526315789473684	0.188204146308491	0.343342305443921	1.06998908907649	34	"Alcam;Clu;Plscr1;Gusb;Ldlr;Actg1;Pparg;Hmgcs1;Lgals3;Jag1;Ech1;Cd9"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_PROTEIN_SECRETION"	0.326966292134831	0.563734986439365	0.0713052987340038	-0.392981773019394	-1.07655512467192	84	"Tpd52;Abca1;Ap2s1;Lamp2;Clta;Napa;Stx7;Vamp4;Gnas;Rab2a;Rer1;Egfr;Cltc;Cd63;Ergic3;Galc;Mon2;Golga4;Kif1b;Clcn3;Stx16;Arfgef2;Rab9;Tmed10"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_IL2_STAT5_SIGNALING"	0.437837837837838	0.72972972972973	0.0553642837725362	-0.361447028249711	-1.01831577062051	107	"Ahnak;St3gal4;Irf4;P2rx4;Ifngr1;Ccnd3;Il1rl1;Itgav;Ncoa3;Map3k8;Rnh1;Dhrs3;Bmp2;Cyfip1;Ctsz;Pdcd2l;Tnfrsf1b;Serpinb6a;Pim1"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_P53_PATHWAY"	0.46751863684771	0.738598810310641	0.05163559644842	-0.352436136635491	-1.00256697641053	121	"Plxnb2;Wwp1;Sp1;Fuca1;Mxd4;Zfp36l1;Ccnd3;Rab40c;Sesn1;Rxra;Coq8a;Tgfb1;Txnip;Apaf1;Ninj1;Bmp2;Rap2b;Cd82;Abcc5;Fgf13;Hexim1;Foxo3;Vamp8;Ddit4;Stom;Baiap2;Hdac3;Rb1;Dgka;Ddb2;Cebpa;Tspyl2;Mxd1;Casp1;Steap3;Pdgfa;S100a10;Zmat3;Def6;Bax"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_ANDROGEN_RESPONSE"	0.47646383467279	0.738598810310641	0.0542315935495841	-0.372090161371916	-0.994362386826453	69	"Hpgd;Selenop;Tpd52;Iqgap2;Ccnd3;Itgav;Maf;Zmiz1;Arid5b;Herc3;Akt1"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_ESTROGEN_RESPONSE_EARLY"	0.502247191011236	0.738598810310641	0.0508054139066364	-0.357717508497212	-0.979950326954573	84	"Deptor;Blvrb;Il6st;Mill2;Adcy9;Myof;Cbfa2t3;Add3;Ncor2;Elf1;Dhrs3;Inpp5f"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY"	0.497596153846154	0.738598810310641	0.0543434390269162	-0.387819560036704	-0.974113581579459	40	"Hmox2;Lsp1;Mbp;Cat;Hhex;Sod2;Abcc1;Sbno2;Oxsr1;Fes"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_HEDGEHOG_SIGNALING"	0.521276595744681	0.74468085106383	0.0568864160475701	-0.435576817381044	-0.966406065850944	18	"Slit1;Vldlr;Ophn1;Nrp1;Pml"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_ADIPOGENESIS"	0.561330561330561	0.77962577962578	0.0421619430092452	-0.328973351955341	-0.951885349650841	152	"Gphn;Slc27a1;Apoe;Lpl;Cd36;Abca1;Ppp1r15b;Ifngr1;Baz2a;Rreb1;Idh1;Cd302;Sqor;Pfkfb3;Pex14;Cat;Bcl6;Gpam;Idh3g;Riok3;Crat;Adcy6"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_COAGULATION"	0.664285714285714	0.880994468837315	0.142901149386948	0.262934055489484	0.909311572198177	55	"S100a1;Dpp4;Clu;Sparc;Cpq;Pecam1;Rapgef3;Timp3;Capn2;Prep;S100a13"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_UV_RESPONSE_DN"	0.66955579631636	0.880994468837315	0.0359208664409425	-0.31673280825887	-0.885957890908024	101	"Mapk14;Prkce;Vldlr;Irs1;Vav2;Notch2;Pik3cd;Nipbl;Tgfbr2;Pias3;Add3;Rxra;Zmiz1;Pex14;Tfpi;Atp2c1;Abcc1;Cdkn1b;Nrp1;Atrx"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_HYPOXIA"	0.70054054054054	0.889063729346971	0.0336769978828608	-0.30995217454895	-0.871358090780485	105	"Cp;Tgfbi;Vldlr;Tpd52;Wsb1;Cxcr4;Large1;Sdc3;Pfkfb3;Pim1;Map3k1;Hexa;Egfr;Cdkn1b;Fosl2;Foxo3;Ddit4;Slc6a6;Klhl24"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_APOPTOSIS"	0.729032258064516	0.889063729346971	0.0314928902471297	-0.301893592884686	-0.854155929120318	111	"Rnasel;Cd38;Ptk2;Ifngr1;Bmf;Timp2;Birc3;Gna15;Txnip;Cflar;Psen1;Casp8;Bmp2;Crebbp;Gch1;Bcl10;Sod2;Cdkn1b;Casp4;Bcl2l11;Ank;Rock1;Plppr4;Bnip3l;Pdcd4;Bgn;Dffa"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_ESTROGEN_RESPONSE_LATE"	0.727374301675978	0.889063729346971	0.0334561741060507	-0.307974597204933	-0.840543970405022	79	"Blvrb;Rabep1;Il6st;Mill2;Myof;Unc13b;Ptpn6;Large1;Add3;Ncor2"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_GLYCOLYSIS"	0.80931744312026	0.952765105151886	0.0266052822097738	-0.286005693857017	-0.800008697268111	101	"Tgfbi;Vldlr;Ext2;Gnpda1;Cxcr4;Xylt2;Sdc3;Idh1;Ecd;Agl;Qsox1;Galk2;Egfr;Chst12;Ddit4;B3gat3;Ang"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_TGF_BETA_SIGNALING"	0.819377990430622	0.952765105151886	0.0309900819310557	-0.302330037754487	-0.765686211530782	42	"Apc;Ncor2;Tgfb1;Acvr1;Bmp2;Rhoa;Arid4b;Smurf2;Rab31"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	0.898936170212766	0.977104532839963	0.0196032645039178	-0.259875627381772	-0.740090158790259	122	"Marcks;Abca1;Il6st;Serpinb8;Birc3;Map3k8;Pfkfb3;Cebpb;Cflar;Ninj1;Bcl6;Bmp2;Gch1;Sod2;Fosl2;Nfkb2;Bcl3;Csf1;Trib1;Tlr2;Ripk2;Cd83;Mxd1;Tnip1;Icosl;Junb;Il15ra;Ehd1"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING"	0.88255033557047	0.977104532839963	0.0236501012290726	-0.269913422584904	-0.735433698667529	78	"Actr2;Cxcr4;Nod1;Map2k6;Rit1;Tbk1;Akt1;Egfr;Grk2;Cdkn1b;Cltc;Itpr2;Tnfrsf1a;E2f1;Pfn1;Grb2"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_UV_RESPONSE_UP"	0.898360655737705	0.977104532839963	0.0212906370865403	-0.261945962850201	-0.728948911568748	95	"Il6st;Ap2s1;Grina;Tmbim6;Ccnd3;Tfrc;Nxf1;Bmp2;Gch1;Sod2;Dlg4;Sult1a1;Bcl2l11;Mark2;Ddx21;Cdc34;Rxrb"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE"	0.982300884955752	1	0.129442887745046	0.208899186170236	0.772198699142845	80	"Lsm4;Eif4a2;Hsp90b1;Ssr1;Bag3;Hspa9;Npm1;Calr;Exosc1;Pdia6;Cxxc1;Fus;Sec31a;Eef2;Srprb;Eif4e;Hspa5;Hyou1;Preb;Exoc2;Srpr;Ddx10;Tatdn2;Ttc37;Sec11a;Nop56"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_E2F_TARGETS"	1	1	0.160801401070022	0.196578253434398	0.737239371007171	106	"Nup205;Xrcc6;Asf1a;Ipo7;Diaph3;Srsf2;Mms22l;Syncrip;Mre11a;Mcm6;Ubr7;Ssrp1;Brca2"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
"HALLMARK_DNA_REPAIR"	0.970556161395856	1	0.0161121851693944	-0.232885406692599	-0.648458784230292	96	"Ago4;Tk2;Gtf2h1;Polr2f;Supt5;Polr3c;Adcy6;Dguok;Taf6;Gmpr2;Polr2a;Taf1c;Hcls1;Cant1;Upf3b;Ddb2;Usp11;Rev3l"	"AngII | C57BL/6 | LV | Immune cell | Saline 3d | AngII 28d"	1	"AngII"	"C57BL/6"	"LV"	"Immune cell"	"Saline 3d"	"AngII 28d"
