"pathway"	"pval"	"padj"	"log2err"	"ES"	"NES"	"size"	"leadingEdge"	"group_id"	".before"	"project"	"strain"	"tissue"	"cell_type"	"control"	"treatment"
"HALLMARK_INTERFERON_GAMMA_RESPONSE"	0.0170884880333412	0.12206062880958	0.352487857583619	0.593713030361352	1.39723334227167	133	"Ifitm3;Serping1;Ifitm2;H2-D1;C1s1;Ly6e;Psma3;Ccl7;Vcam1;Txnip;Bst2;B2m;Ifi27;Lysmd2;Nfkbia;Stat3;Ccl2;Isg15;Mt2;Trafd1;Cfh;Samhd1;Tap1;Ifit3;Psme1;Tnfaip2;Stat2;Parp12;Gbp3;Ifi35;Tapbp;Adar;Vamp5;Slc25a28;Pim1;Btg1;Helz2;Lgals3bp;Usp18;Psmb8;Rnf213;Pnpt1;Arid5b;Casp4;Il4ra;Eif2ak2;Tnfaip6;Irf1;Rbck1;Irf9;Rtp4;Rapgef6;H2-Eb1;H2-DMa"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_ANGIOGENESIS"	0.0196823905566253	0.123014940978908	0.352487857583619	0.720261070779342	1.49918110734661	21	"Col3a1;Postn;Col5a2;Lum;Fgfr1;Lrpap1;Fstl1;Thbd;Timp1"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_TGF_BETA_SIGNALING"	0.0291970802919708	0.13271400132714	0.271288554688953	0.62135237222021	1.40246510067937	50	"Id3;Junb;Klf10;Pmepa1;Cdk9;Id1;Serpine1;Eng;Smurf2;Ltbp2;Fkbp1a;Rhoa;Tgfbr1;Thbs1;Fnta;Acvr1;Smurf1;Cdkn1c;Furin;Rab31;Ppp1ca;Arid4b;Smad1;Ctnnb1;Ube2d3;Id2"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_COMPLEMENT"	0.0260960334029228	0.13271400132714	0.287857117255149	0.590730745776074	1.38089998806956	118	"Serping1;Ctsl;Zeb1;Cebpb;Fn1;Lrp1;Col4a2;Zfpm2;C1s1;Hspa5;Mmp14;Gnb2;Plat;Calm1;Serpine1;Usp14;Anxa5;Pfn1;Sirt6;Cp;Cfh;Rce1;Lamp2;Prkcd;Timp1;Ctsb;Ctsd"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE"	0.0283018867924528	0.13271400132714	0.276500599254472	0.591330895372235	1.36627705796676	97	"Cebpb;Eif4a2;Xbp1;Pdia6;Imp3;Herpud1;Fus;Hspa5;Spcs1;Xpot;Preb;Sec11a;Npm1;Khsrp;Ccl2;Hsp90b1;Calr;Shc1;Sec31a;Dnajb9;Dnajc3;Lsm1;Vegfa;Eif4a1;Atf4;Edc4;Srpr;Lsm4;Iars;Cxxc1;Nhp2;Spcs3"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_ANDROGEN_RESPONSE"	0.0396659707724426	0.149120190873844	0.231126709673834	0.579979704510653	1.33790059939797	82	"Slc38a2;Sat1;H1f0;Plpp1;B4galt1;Pmepa1;Selenop;B2m;Akap12;Tsc22d1;Tmem50a;Myl12a;Actn1;Scd2;Xrcc6;Srp19;Adamts1;Inpp4b;Dbi;Uap1;Dnajb9;Lman1;Arid5b;Ccnd1;Ptk2b;Sgk1;Spcs3"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_UV_RESPONSE_DN"	0.0417536534446764	0.149120190873844	0.224966093540314	0.552407051032648	1.29836369289363	130	"Col3a1;Lamc1;Col1a1;Col5a2;Col1a2;Bhlhe40;Dbp;Anxa2;Ccn1;Mt1;Tfpi;Dusp1;Rnd3;Id1;Pdgfrb;Nipbl;Atxn1;Grk5;Serpine1;Map1b;Cdon;Plpp3;Pmp22;Ldlr;Fzd2;Inpp4b;Efemp1;Cav1"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_MYC_TARGETS_V1"	0.0395010395010395	0.149120190873844	0.231126709673834	0.541771288886818	1.28896344435049	163	"Srsf2;Hnrnpa2b1;Srsf7;Hnrnpa3;Psmc6;Rack1;Slc25a3;Rplp0;Ppia;Canx;Srsf1;Xpot;Eef1b2;Ssbp1;Npm1;Sf3b3;Ranbp1;Lsm7;Bub3;Eif4g2;Xrcc6;Hspe1;Pabpc1;Snrpd2;Cox5a;Snrpa;Srsf3;Snrpg;Psmb3;Kpnb1;Ap3s1;Eprs;Eif4a1;Cct3;Nme1;Prdx4;Dut;Srm;Tra2b;Rnps1;Gnl3;Eif2s2;Txnl4a;Set;Iars;Ddx21;Ssb;Cbx3;Nhp2;Vdac3;Psmd7;Ifrd1;U2af1;Psma4;Cct7;Psmc4;Pa2g4;Acp1;Erh;Phb2;Ilf2;Etf1;Ran;Rsl1d1;Psma7;Tardbp;Mcm7;Snrpb2"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY"	0.0722513089005236	0.240837696335079	0.16823816568964	0.592321059519412	1.32510237046469	43	"Ftl1;Gpx3;Junb;Prdx1;Mgst1;Pdlim1;Selenos;Lsp1;Stk25;Prdx4;Cdkn2d;Ptpa;Glrx2;Egln2;Txn1;Lamtor5;Ercc2"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_HYPOXIA"	0.08004158004158	0.250129937629938	0.158514105424824	0.516386940041275	1.21949944313118	140	"Dcn;Bgn;Bhlhe40;Hspa5;Ier3;Ext1;Ccn2;Anxa2;Ccn1;Mt1;Cavin3;Ackr3;Dusp1;Jmjd6;Adm;Large1;Csrp2;Serpine1;Akap12;Sdc3;Mt2;Lox;Cp;Ddit3;Wsb1;Angptl4;Myh9;Cav1;Mif;Pnrc1;Vegfa;Casp6;Prdx5;Ugp2;Pim1;Ilvbl;Gaa;Btg1;Cdkn1c;Pfkl;Col5a1;Fam162a;F3;Ndst2;Errfi1;P4ha2;Atp7a;Gpc4"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_APICAL_SURFACE"	0.0879478827361563	0.258670243341636	0.154190966581424	0.620570110793472	1.31709308454342	25	"Gas1;B4galt1;Dcbld2;Efna5;Hspb1;Atp8b1"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_IL6_JAK_STAT3_SIGNALING"	0.113541666666667	0.298856548856549	0.130777137971974	0.558373586162031	1.25895265308485	49	"Cd9;Ifngr1;Ccl7;Tnfrsf1a;Stam2;Osmr;Stat3;Tyk2;Stat2;Crlf2;Il6st;Pim1;Acvrl1;Il4ra;Il17ra;Csf2ra;Irf1;Irf9;Socs3;Tnfrsf12a;Il1r1"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_UV_RESPONSE_UP"	0.115303983228512	0.298856548856549	0.130105630751129	0.514418552442857	1.19507313551692	104	"Ctsl;Gpx3;Junb;Mmp14;Grina;Nfkbia;Tmbim6;Sigmar1;Sqstm1;Tap1;Rxrb;Dnaja1;Mark2;Prkcd;Cyb5r1;Eif5;Ppp1r2;Stk25;Il6st;Atp6v1f;Rhob;Ykt6;Btg1;Mgat1;Atp6v1c1;Rpn1;Cdkn1c;Furin;Alas1;Acaa1a;Ddx21;Stard3;Tyro3;Irf1"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_MTORC1_SIGNALING"	0.11954261954262	0.298856548856549	0.126875729929857	0.498937781387432	1.17918097886619	144	"Serpinh1;Nupr1;Xbp1;Cd9;Bhlhe40;Hspa5;Psmc6;Prdx1;Psma3;Ppia;Canx;Rab1a;Slc1a5;Sec11a;Hsp90b1;Scd2;Sqstm1;Hspe1;Ldlr;Psmb5;Gsk3b;Fkbp2;Ddit3;Calr"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_KRAS_SIGNALING_UP"	0.134171907756813	0.319456923230508	0.119348440591015	0.505435080098041	1.17684588751593	110	"G0s2;Emp1;Ace;Dcbld2;Tfpi;Plat;Aldh1a2;Wdr33;Akap12;Eng;Tmem176b;Cfh;Gfpt2;Angptl4;Tspan7;Adgra2;Serpina3n;Tmem176a;Jup;Hsd11b1;Strn;Klf4;Sox9;Psmb8;Pecam1;Csf2ra;Ctss;Fuca1;Fcer1g;Mmp11;Plaur;Gabra3;Crot;Gng11;Ptbp2;Tspan13;Id2;Sparcl1;Etv1;Tor1aip2;Scn1b;Bpgm;Zfp639;Apod;Prelid3b"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_XENOBIOTIC_METABOLISM"	0.146750524109015	0.333523918429579	0.11331290842208	0.500961931946749	1.16643069036524	110	"Apoe;Ddah2;Tnfrsf1a;Serpine1;Slc1a5;Hes6;Tmbim6;Tmem176b;Mt2;Fbln1;Tgfb2;Ets2;Ddt;Cbr1;Ndrg2;Jup;Adh5;Hsd11b1;Cyb5a;Casp6;Acp2;Xdh;Csad;Alas1;Arpp19;Slc35b1;Gstt2;Crot;Ephx1;Acp1;Gart;Id2;Nfs1;Sar1b;Pdk4;Il1r1;Psmb10;Cyp27a1;Ugdh;Comt;Bcar1;Pros1;Pts;Sertad1;Gabarapl1"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_KRAS_SIGNALING_DN"	0.163348198777503	0.34030874745313	0.249246554383295	-0.638792631258225	-1.46217287962908	53	"Camk1d;Tnni3;Ryr2;Actc1;Ckm"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_INFLAMMATORY_RESPONSE"	0.159496327387198	0.34030874745313	0.107972360317345	0.50705912225362	1.17117850184472	93	"Emp3;Mmp14;Ly6e;Itga5;Dcbld2;Ccl7;Adm;Bst2;Rela;Serpine1;Gabbr1;Nfkbia;Osmr;Sphk1;Ccl2;Selenos;Ldlr;Timp1;Tapbp;P2rx4;Tlr3;Axl;Cd55;Il4ra;Eif2ak2;F3;Atp2b1;Tnfaip6;Irf1;Rtp4;Plaur"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_DNA_REPAIR"	0.171189979123173	0.342379958246347	0.103197466945307	0.492329999280368	1.15087710432166	118	"Dad1;Eif1b;Srsf6;Pold4;Nelfb;Polr1d;Taf6;Tmed2;Rev3l;Alyref;Polr2k;Rnmt;Ercc5;Edf1;Tarbp2;Dctn4;Nme1;Polr2j;Polr2f;Mpg;Dut;Nt5c;Rpa3;Polb;Aprt;Gtf2a2;Gsdme;Polr1c;Pom121;Bcap31;Ercc3;Polr2g;Supt5;Gtf2h5;Polr2h;Rbx1;Ercc2;Stx3;Arl6ip1;Cstf3;Taf1c;Surf1;Sdcbp;Cant1;Polr2a;Polr2e;Mpc2;Trp53;Xpc;Polr2i;Dguok;Polr2c;Taf10;Gmpr2;Bola2;Vps28"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_MYOGENESIS"	0.186070686070686	0.357828242443627	0.0978773277424561	0.482072595433516	1.13728372570576	137	"Col3a1;Gsn;Sparc;Col1a1;Eif4a2;Gpx3;Adam12;Col4a2;Aebp1;Bhlhe40;Col6a2;Col6a3;Itgb1;Large1;Ptgis;Fxyd1;Sh2b1;Atp6ap1;Cryab;Sphk1;Sod3;Col15a1;Scd2;Itgb5;Chrnb1;Lsp1;Myh9;Ckb;Smtn;Flii"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS"	0.215706806282723	0.379129806824337	0.0897104652742981	0.526508395069931	1.18011396161724	45	"Cd9;S100a11;Atf5;Anxa5;Fabp5;Stx5a;Scd2;Ldlr;Gpx8;Gusb;Trp53inp1;Pnrc1;Cxcl16;Clu;Errfi1;Actg1;Plaur;Ctnnb1;Hmgcr;Tnfrsf12a"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_G2M_CHECKPOINT"	0.204806687565308	0.379129806824337	0.0925528864684773	0.486304858661453	1.13560334038685	115	"Srsf2;Prpf4b;Ewsr1;Efna5;Atf5;Pura;Srsf1;Srsf10;Pttg1;Pafah1b1;Marcks;Bub3;Mt2;Odf2;Nsd2;Orc6;Kpnb1;E2f4;Dtymk;Hmgn2;Ube2s;Jpt1;Kmt5a;Cdkn2c;Tra2b;Ncl;Smc4;Ccnd1;Cenpa"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_ALLOGRAFT_REJECTION"	0.219895287958115	0.379129806824337	0.0886261133285098	0.492115114234969	1.13534816851228	92	"Ifngr1;Degs1;Ccl7;B2m;Flna;Npm1;Aars;Ccl2;Mtif2;Tgfb2;Tap1;Inhbb;Cd80;Timp1;H2-T23;Tapbp;Elf4;Ccl11;Nme1;Tlr3;Socs5;Cd47;F2r;Tap2;Il4ra;Ctss;Capg;H2-DMa;Eif4g3;Abi1;Il27ra;H2-Aa;Map3k7;Psmb10;Ccl19;Ifnar2;Cd74;Akt1;Thy1;H2-M3;Hif1a"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_MYC_TARGETS_V2"	0.272918861959958	0.454864769933263	0.077274697304471	0.518089085774895	1.1488482898411	37	"Ndufaf4;Npm1;Las1l;Hspe1;Mphosph10;Srm;Gnl3;Nip7;Cbx3;Pprc1;Farsa;Pa2g4"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_GLYCOLYSIS"	0.299582463465553	0.483197521718634	0.072003313661988	0.460574623846835	1.08305150186591	132	"Dcn;Hspa5;Ier3;Ext1;B4galt1;Ppia;Chpf2;Gmppa;Gmppb;Sdc3;Chpf;Angptl4;Gusb;Mif;Cyb5a;Vegfa;Casp6;Sox9;Ugp2;Hs2st1;Copb2;Plod1;Pgam1;Homer1;Nol3;Arpp19;Egln3;Hs6st2;Med24;Cenpa;Col5a1;Fam162a;Rbck1;P4ha2;Gpc4;Txn1;Psmc4;Hdlbp;Chst1;Galk1;Taldo1;Akr1a1;Nsdhl;Kif2a;Pgls;Ang"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_PANCREAS_BETA_CELLS"	0.360560093348891	0.546303171740745	0.0683110858318647	0.566923796419037	1.09930986596286	12	"Spcs1;Sec11a;Srp14"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_E2F_TARGETS"	0.352201257861635	0.546303171740745	0.0642140881844605	0.456571190774724	1.06268984776347	108	"Srsf2;Srsf1;Psip1;Pttg1;Tubb5;Ranbp1;Xrcc6;Smc6;Orc6;Hmgb2;Nme1;Prdx4;Ube2s;Jpt1;Dut;Cdkn2c;Rpa3;Tra2b;Exosc8;Smc4;Rad21;Ppm1d;Mlh1;Pa2g4;Mki67;Ran;Pnn;Mcm7;Nup153;Slbp;Anp32e;Cdkn1a;Trp53;Rad50;Tubg1;Ctps;Cnot9;Ezh2;Cbx5;Ing3;Cdc25b;Pan2;Rfc1;Mthfd2;Nolc1;Hells;Hnrnpd;Phf5a;Eed;Orc2;Rad1;Diaph3;Nap1l1;Ak2;Nasp"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_NOTCH_SIGNALING"	0.372421281216069	0.547678354729514	0.0632191170859458	0.516199179320283	1.09557704682299	25	"Hes1;Tcf7l2;Psenen"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_P53_PATHWAY"	0.407716371220021	0.582451958885744	0.0570059526582387	0.44095429552838	1.03773374108899	133	"Cd81;Nupr1;Sat1;Ier3;Rack1;Zfp36l1;Hint1;Slc3a2;Txnip;Tsc22d1;Irak1;Sphk1;Bax;Trafd1;Ddit3;Tap1;Dnttip2;Inhbb;Ctsf;Ctsd;Hras;Ercc5;Klf4;S100a10;Sertad3;Btg1;Slc19a2;F2r;Plk2;Mxd4;Kif13b;Fam162a;Pom121;Fuca1;Hexim1;Mknk2;Ppm1d;Ephx1;Ccnk;Prmt2;Hdac3;Phlda3"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_HEDGEHOG_SIGNALING"	0.448123620309051	0.622393917095904	0.0552495663125249	0.501213676164761	1.03924316735211	20	"Ets2;Nf1;Myh9;Vegfa;Ldb1;Rasa1;Dpysl2;Thy1;Pml;Nrp2"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_APICAL_JUNCTION"	0.472367049009385	0.638333850012682	0.0501934252649434	0.433046984337443	1.01417177356749	125	"Adamts5;Fbn1;Mmp2;B4galt1;Slit2;Epb41l2;Itgb1;Vcam1;Pkd1;Rras;Thbs3;Lima1;Pfn1;Sdc3;Actn1;Ctnnd1;Vcl;Tial1;Icam2;Bmp1;Nf1;Sgce;Shc1;Col16a1;Myh9;Jup;Hras;Cd34;Arpc2;Myl12b;Lamb3;Pten;Rasa1;Pecam1;Actg1;Msn;Cercam"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_PROTEIN_SECRETION"	0.509394572025052	0.670256015822437	0.046788296531803	0.430806878436206	0.994509817052414	87	"Cd63;Arcn1;Rab14;Clta;Tmed2;Tmed10;Copb1;Lamp2;Arf1;Sec31a;Ap3s1;Lman1;Ocrl;Rab22a;Rer1;Ykt6;Copb2;Scamp3;Cope;Cltc;Adam10;Dop1a;Scamp1;Arfgef1;Snap23;Atp7a;Gbf1;Rab2a;Ap2s1;Ap2m1;Rab9;Atp1a1;Abca1;Clcn3;Anp32e"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_FATTY_ACID_METABOLISM"	0.67890870933893	0.827937450413329	0.0337507376805299	0.395276204162569	0.918893524029282	107	"G0s2;Lgals1;Ostc;Erp29;Cbr1;Psme1;Mif;S100a10;Kmt5a;Hmgcl;Acaa1a;Ephx1;Grhpr;Nsdhl;Ugdh;Ywhah;Cpt2;Idh3g;Pts;Gabarapl1;Hsd17b10;Adsl;Serinc1;Idh3b;Car4"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING"	0.671532846715328	0.827937450413329	0.0339723613634993	0.39746601537549	0.915693327728381	84	"Tnfrsf1a;Pfn1;Hsp90b1;Sqstm1;Gsk3b;Ddit3;Calr;Stat2;Arf1;Hras;Cfl1;Actr3;Arpc3;Cltc;Ppp1ca;Pten;Csnk2b;Mknk2;Ube2d3;Ap2m1;Map3k7;Akt1;Ywhab;Rit1;Ecsit;Cdkn1a;Grk2;Rac1"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_BILE_ACID_METABOLISM"	0.673298429319372	0.827937450413329	0.0340463727579649	0.39630928736125	0.903279634261986	60	"Abca8b;Abca6;Rbp1;Atxn1;Hsd3b7"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_ESTROGEN_RESPONSE_LATE"	0.748427672955975	0.890985324947589	0.0289274314524646	0.379011750000304	0.8767257904454	98	"Xbp1;Cd9;Large1;Prss23;Fabp5;Nrip1;Mocs2;Slc29a1;Serpina3n;Cav1;Ckb;Egr3;Klf4;Il6st;Mill2;Rab31;Ccnd1;Mettl3;Sgk1;Tspan13;Id2;Nbl1;Fgfr3;Ccn5"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION"	0.767950052029136	0.892965176778066	0.027237219988033	0.375600387838709	0.898378981474241	186	"Atp6v0b;Cox6a1;Cox8a;Htra2;Atp6v0c;Slc25a3;Atp6v0e;Mrps12;Atp5g2;Atp6ap1;Ndufb3;Bax;Atp6v1g1;Timm13;Timm8b;Oat;Sdhb;Cox5a;Cyb5a;Mpc1;Atp6v1f;Polr2f;Ndufa8;Ndufa5;Atp6v1c1;Ndufa7;Oxa1l;Alas1;Acaa1a;Nqo2;Tomm22;Vdac3;Mrpl15"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_MITOTIC_SPINDLE"	0.794208893485005	0.90251010623296	0.0251307059474849	0.369222228282924	0.877995147655792	153	"Gsn;Nedd9;Epb41l2;Cdc42;Plekhg2;Flna;Pafah1b1;Marcks;Vcl;Trio;Rock1;Nf1;Rabgap1;Myh9;Cttn;Myo9b;Arf6;Rasa2;Sptan1;Cdc42ep2;Synpo;Smc4;Rasa1;Tubgcp2;Arfgef1;Rapgef6;Abi1;Wasl;Arfip2;Arl8a;Cd2ap;Tsc1"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_ESTROGEN_RESPONSE_EARLY"	0.842931937172775	0.936591041303083	0.0225128737259091	0.352427453300255	0.822713794758487	113	"Mast4;Hes1;Xbp1;Bhlhe40;Klf10;B4galt1;Prss23"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_ADIPOGENESIS"	0.870698644421272	0.946411570023122	0.0203426159572209	0.347193968416491	0.827258722271079	172	"Apoe;Gpx3;Cox6a1;Ifngr1;Cox8a;Fabp4;Col4a1;Preb;Fzd4;Slc1a5;Cd151;Reep5;Col15a1;Ywhag;Lama4;Ddt;Angptl4;Sdhb;Dnajb9;Pim3;Dram2;Araf;Ndufa5;Cdkn2c"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_PEROXISOME"	0.88981288981289	0.946609457247755	0.0187775930480379	0.324681549171623	0.744011447392374	67	"Prdx1;Atxn1;Tspo;Hsd3b7;Pabpc1;Hras;Prdx5;Hmgcl;Acaa1a;Ercc3;Ywhah;Cnbp;Pex13;Slc25a19;Pex2;Ctps;Gnpat;Scp2;Fis1;Ehhadh;Eci2;Vps4b;Abcc5"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_HEME_METABOLISM"	0.960334029227557	0.971830985915493	0.0135373162884418	0.303491259877157	0.712725718389651	129	"Htra2;H1f0;Rbm5;Add1;Lrp10;Sec14l1;Lamp2;Ppp2r5b;Ctsb;Rnf19a;Sidt2;Klf3;Glrx5;Rad23a;Htatip2;C3;Hbb-bt;P4ha2;Agpat4;Foxj2;Bpgm;Pgls;Fbxo7;Sdcbp;Clcn3;Dcaf11;Ezh1;Hdgf;Rcl1;Prdx2;Lmo2;Bsg;Minpp1;Endod1;Bnip3l;Kdm7a;Ccdc28a;Slc6a8;Vezf1;Pigq;Bach1;Psmd9;Mgst3;Fbxo9;Ppox;Blvrb;Lpin2;Rnf123"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
"HALLMARK_SPERMATOGENESIS"	0.970833333333333	0.971830985915493	0.0124136372369971	0.260678138747232	0.586116563445576	48	"Strbp;Ace;Chfr;Stam2;Pebp1;Vdac3;Spata6;Mllt10;Tulp2;Jam3;Taldo1;Phf7;Acrbp;Phkg2;Topbp1;Grm8;Pacrg;Tsn;Gstm5;Ezh2"	"AngII | C57BL/6 | LV | Fibroblast | Saline 3d | AngII 3d"	1	"AngII"	"C57BL/6"	"LV"	"Fibroblast"	"Saline 3d"	"AngII 3d"
