"CT"	"program"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"N"	"adj_r2"	"n_bp_levels"	"n_tissue_lv"	"n_strain_lv"	"tissue_value"	"strain_value"	"p_adj"
"PT"	"PT-6"	"UACR_mean"	0.000882804288279702	0.000843749982483421	1.04628658560837	0.308557654469635	25	0.454544547878957	25	1	5	"LK"	"mixed"	0.518376859508987
"PT"	"PT-7"	"UACR_mean"	0.000195300070883681	0.000660255559803101	0.295794663117904	0.770595420352597	25	0.403036072724553	25	1	5	"LK"	"mixed"	0.924244127036683
"PT"	"PT-8"	"UACR_mean"	7.47514021367784e-05	0.000601693879200402	0.124234938597209	0.902434196319859	25	0.717739182621935	25	1	5	"LK"	"mixed"	0.939012615836285
"PT"	"PT-9"	"UACR_mean"	5.59561579186606e-05	0.000229872392338435	0.243422697912665	0.810286805431698	25	0.720975034372262	25	1	5	"LK"	"mixed"	0.924244127036683
"T_cells"	"T_cells-1"	"UACR_mean"	0.000359363528206885	0.000811655841803078	0.442753578177378	0.660748148654857	43	0.656171628717658	31	4	5	"mixed"	"mixed"	0.818987215421316
"T_cells"	"T_cells-2"	"UACR_mean"	0.000166305405894574	9.24496468860215e-05	1.79887551219755	0.080920772040686	43	0.983796784722218	31	4	5	"mixed"	"mixed"	0.203920345542529
"T_cells"	"T_cells-3"	"UACR_mean"	-0.0007034316249675	0.000244975798464343	-2.87143313493429	0.00698595286539175	43	0.686871423099608	31	4	5	"mixed"	"mixed"	0.0314367878942629
"T_cells"	"T_cells-4"	"UACR_mean"	1.58588089164203e-05	0.000364718609138218	0.043482313539999	0.965571431615168	43	0.247644424669634	31	4	5	"mixed"	"mixed"	0.998544260247898
"T_cells"	"T_cells-5"	"UACR_mean"	0.000182779048040752	0.000502229376069227	0.36393539834587	0.718159718907967	43	-0.00190005057052267	31	4	5	"mixed"	"mixed"	0.854759965602256
"T_cells"	"T_cells-6"	"UACR_mean"	1.5128048497389e-06	0.000823087667313233	0.00183796320831422	0.998544260247898	43	0.694695207681983	31	4	5	"mixed"	"mixed"	0.998544260247898
"T_cells"	"T_cells-7"	"UACR_mean"	-2.23879709408709e-05	0.000104838882732071	-0.213546447247879	0.83217616881128	43	0.115066949704034	31	4	5	"mixed"	"mixed"	0.931687908867689
"TAL"	"TAL-1"	"UACR_mean"	-0.000720469240844201	0.00134276775558865	-0.536555363238044	0.597801881064435	25	0.449362533771786	25	1	5	"LK"	"mixed"	0.768602418511417
"TAL"	"TAL-10"	"UACR_mean"	-0.000334524601587942	0.00025363838635506	-1.31890368171501	0.202877610826769	25	0.255901473676831	25	1	5	"LK"	"mixed"	0.365179699488184
"TAL"	"TAL-11"	"UACR_mean"	-3.15140322253281e-05	4.73212712384445e-05	-0.66595912156573	0.513442293575318	25	0.454948204021025	25	1	5	"LK"	"mixed"	0.684260929277778
"TAL"	"TAL-12"	"UACR_mean"	-0.000347181828461487	0.000174417299421394	-1.99052404556897	0.0611155324347505	25	0.120226594065974	25	1	5	"LK"	"mixed"	0.122231064869501
"TAL"	"TAL-13"	"UACR_mean"	-0.000184015761168027	0.000146939287014051	-1.25232512629812	0.225647840274152	25	-0.0227218002220384	25	1	5	"LK"	"mixed"	0.383175577824032
"TAL"	"TAL-14"	"UACR_mean"	-0.000322498768892643	0.000198455408556005	-1.62504398967606	0.120626184439369	25	0.0402726449101182	25	1	5	"LK"	"mixed"	0.226174095823817
"TAL"	"TAL-15"	"UACR_mean"	-0.000885718582645317	0.000523194107567552	-1.69290626525445	0.106806511624285	25	0.0303520173936228	25	1	5	"LK"	"mixed"	0.204523107365653
"TAL"	"TAL-2"	"UACR_mean"	0.001131050403368	0.00108171594475026	1.04560759121391	0.30886312221734	25	0.416604762872516	25	1	5	"LK"	"mixed"	0.496387160706439
"TAL"	"TAL-3"	"UACR_mean"	-6.00168800213604e-05	0.000228038923090391	-0.263186999868311	0.795239407423451	25	0.9870809210649	25	1	5	"LK"	"mixed"	0.90799717202751
"TAL"	"TAL-4"	"UACR_mean"	0.000105695817996182	0.000377254181423425	0.280171362441573	0.782373686735598	25	0.655915227380952	25	1	5	"LK"	"mixed"	0.90799717202751
"TAL"	"TAL-5"	"UACR_mean"	3.50565891823468e-05	0.000149726392468099	0.234137673421979	0.817382531527191	25	0.985348080627947	25	1	5	"LK"	"mixed"	0.90820281280799
"TAL"	"TAL-6"	"UACR_mean"	0.00209123560183951	0.000189221039034404	11.0518133317051	1.02680874642405e-09	25	0.946661944562193	25	1	5	"LK"	"mixed"	8.40116247074221e-09
"TAL"	"TAL-7"	"UACR_mean"	-0.00030114989692338	0.000246484097899687	-1.22178225487772	0.23673272908098	25	0.526469039665285	25	1	5	"LK"	"mixed"	0.38738082940524
"TAL"	"TAL-8"	"UACR_mean"	-0.000181619405968867	0.000199802235617027	-0.908995864876049	0.374739066525055	25	0.188562914410965	25	1	5	"LK"	"mixed"	0.591693262934298
"TAL"	"TAL-9"	"UACR_mean"	5.67058635251786e-06	0.000185704834953753	0.0305354804247829	0.975958475112929	25	0.273199872137065	25	1	5	"LK"	"mixed"	0.999835856303206
"Tanycyte"	"Tanycyte-1"	"UACR_mean"	0.000697655611789937	0.000555685994979162	1.25548532461412	0.227329167881432	22	0.965269207126408	21	1	5	"HYP"	"mixed"	0.307994356484521
"Tanycyte"	"Tanycyte-10"	"UACR_mean"	-0.000187536781883018	0.000122763580603959	-1.52762554627679	0.146131616724988	22	0.352633590718954	21	1	5	"HYP"	"mixed"	0.208051793303372
"Tanycyte"	"Tanycyte-11"	"UACR_mean"	-2.34454273616964e-05	2.85311069753617e-05	-0.821749656679738	0.423296142485448	22	0.542840183238319	21	1	5	"HYP"	"mixed"	0.522895234834965
"Tanycyte"	"Tanycyte-12"	"UACR_mean"	-1.63451855596295e-05	9.8085461236274e-05	-0.16664228677333	0.869739282960779	22	0.25479037216583	21	1	5	"HYP"	"mixed"	0.913226247108818
"Tanycyte"	"Tanycyte-13"	"UACR_mean"	-2.25606284694539e-05	6.94057837590931e-05	-0.325054012036831	0.749351843100125	22	0.356295474000053	21	1	5	"HYP"	"mixed"	0.834335463989413
"Tanycyte"	"Tanycyte-14"	"UACR_mean"	-4.55872695275505e-05	7.09107954913661e-05	-0.642881936546616	0.529406772769928	22	0.161677472947512	21	1	5	"HYP"	"mixed"	0.62634040722076
"Tanycyte"	"Tanycyte-2"	"UACR_mean"	-0.000769205823429013	0.000663313267481515	-1.15964184818669	0.263208009457578	22	0.922162003221077	21	1	5	"HYP"	"mixed"	0.350944012610104
"Tanycyte"	"Tanycyte-3"	"UACR_mean"	0.000343443741747795	0.000326102162000036	1.05317836484555	0.307905184816681	22	0.919680227122238	21	1	5	"HYP"	"mixed"	0.391879326130321
"Tanycyte"	"Tanycyte-4"	"UACR_mean"	-5.4431139675553e-06	0.000357260687384358	-0.0152356924782473	0.988032513282241	22	0.935260367369906	21	1	5	"HYP"	"mixed"	0.995743179558009
"Tanycyte"	"Tanycyte-5"	"UACR_mean"	0.000236054366874123	0.000305696500064899	0.772185376096911	0.451260578123265	22	0.532860258849672	21	1	5	"HYP"	"mixed"	0.541512693747918
"Tanycyte"	"Tanycyte-6"	"UACR_mean"	-1.20458809628847e-05	0.000295397052734366	-0.0407786091681723	0.967976916425088	22	0.374572913088746	21	1	5	"HYP"	"mixed"	0.991586109508627
"Tanycyte"	"Tanycyte-7"	"UACR_mean"	-0.000129927471471972	0.000331629441142212	-0.391785093098099	0.700385932491723	22	0.0580558814364447	21	1	5	"HYP"	"mixed"	0.803576331097594
"Tanycyte"	"Tanycyte-8"	"UACR_mean"	-3.33542381284371e-05	0.000192848373394209	-0.172955765928377	0.864855227528649	22	0.781228088874069	21	1	5	"HYP"	"mixed"	0.913226247108818
"Tanycyte"	"Tanycyte-9"	"UACR_mean"	-3.17018996506398e-05	0.00046408812450522	-0.0683100859011169	0.946385195888786	22	0.468219317984043	21	1	5	"HYP"	"mixed"	0.981436499440223
"TL"	"TL-1"	"UACR_mean"	0.000178300628434407	0.000295738236965964	0.602900153404673	0.553704141201889	25	0.986653542736775	25	1	5	"LK"	"mixed"	0.699415757307649
"TL"	"TL-2"	"UACR_mean"	0.00193593797686491	0.00165367698300548	1.17068689759861	0.256198847566627	25	0.658516586717628	25	1	5	"LK"	"mixed"	0.38429827134994
"TL"	"TL-3"	"UACR_mean"	-0.000314504136930026	0.00079670661961074	-0.394755270244508	0.697419835266883	25	0.783419198174582	25	1	5	"LK"	"mixed"	0.79705124030501
"TL"	"TL-4"	"UACR_mean"	-0.000493319228596265	0.00158843124840114	-0.310570085480768	0.759508662896242	25	0.0538422250926868	25	1	5	"LK"	"mixed"	0.816202432013386
"TL"	"TL-5"	"UACR_mean"	-0.000736382223310119	0.000433879830252942	-1.69720317001329	0.105978959647224	25	0.533403486488533	25	1	5	"LK"	"mixed"	0.175413450450578
"TL"	"TL-6"	"UACR_mean"	-0.000342724476220685	0.000216094564787162	-1.58599304225095	0.129243819105755	25	0.358098528359331	25	1	5	"LK"	"mixed"	0.200119461841169
"TL"	"TL-7"	"UACR_mean"	-0.000146998277718969	0.00043084344673759	-0.341187219701406	0.736706777285515	25	0.288348397987443	25	1	5	"LK"	"mixed"	0.816202432013386
"TL"	"TL-8"	"UACR_mean"	-8.03102625232523e-05	0.000138760638019284	-0.578768328465681	0.569543717104883	25	0.498406222196349	25	1	5	"LK"	"mixed"	0.700976882590626
"VSMC"	"VSMC-1"	"UACR_mean"	0.000637244672468406	0.000931443714441872	0.684147267932607	0.500175449034623	33	0.919844165077542	30	3	5	"mixed"	"mixed"	0.666900598712831
"VSMC"	"VSMC-10"	"UACR_mean"	0.000970176657236015	0.00169816916981406	0.571307425951116	0.572892070074301	33	0.235291211755698	30	3	5	"mixed"	"mixed"	0.701897917213898
"VSMC"	"VSMC-11"	"UACR_mean"	-0.000129314502506064	0.000206127408378779	-0.627352294016311	0.536116639482073	33	0.944612161372094	30	3	5	"mixed"	"mixed"	0.67397520392032
"VSMC"	"VSMC-2"	"UACR_mean"	-0.000219646643149953	0.000497577502326935	-0.441432022394038	0.662694754773263	33	0.451722513458062	30	3	5	"mixed"	"mixed"	0.724634399003983
"VSMC"	"VSMC-3"	"UACR_mean"	0.000640813975355392	0.00023281356956361	2.7524769134228	0.0108512872812879	33	0.678840054070585	30	3	5	"mixed"	"mixed"	0.0462235324402305
"VSMC"	"VSMC-4"	"UACR_mean"	-0.000173504615152318	9.75682001006944e-05	-1.77829062105536	0.0875221301868765	33	0.0702712870603522	30	3	5	"mixed"	"mixed"	0.244660206483721
"VSMC"	"VSMC-5"	"UACR_mean"	-0.000383196567347162	0.000551033334214068	-0.695414494104445	0.493209617021547	33	0.486069544042833	30	3	5	"mixed"	"mixed"	0.666900598712831
"VSMC"	"VSMC-6"	"UACR_mean"	-0.00045707098867824	0.00022827509962744	-2.00228141143826	0.0562147884825129	33	0.336889503571604	30	3	5	"mixed"	"mixed"	0.179710156387243
"VSMC"	"VSMC-7"	"UACR_mean"	-0.000689369833233656	0.000554566512161662	-1.24307872566365	0.225371247419737	33	0.276597649891081	30	3	5	"mixed"	"mixed"	0.404748362712996
"VSMC"	"VSMC-8"	"UACR_mean"	-0.000554283968400425	0.00022893969778145	-2.42109155280512	0.0230651783078996	33	0.431647320088379	30	3	5	"mixed"	"mixed"	0.0882493778737029
"VSMC"	"VSMC-9"	"UACR_mean"	0.000358151813408001	0.000271368762938511	1.31979749448596	0.198861293610711	33	0.0555223584349944	30	3	5	"mixed"	"mixed"	0.380430300820491
"Activated_microglia"	"Activated_microglia-1"	"kidney_fibrosis_KC_mean"	-0.00436376263641445	0.0140959698788536	-0.30957519588353	0.765896059843541	10	-0.266659451023142	9	1	2	"HYP"	"mixed"	0.916449309751071
"Activated_microglia"	"Activated_microglia-2"	"kidney_fibrosis_KC_mean"	0.00141777187757422	0.0126242608044705	0.11230533807351	0.913733991264648	10	-0.261452281353325	9	1	2	"HYP"	"mixed"	0.916449309751071
"Activated_microglia"	"Activated_microglia-3"	"kidney_fibrosis_KC_mean"	0.0040864631639025	0.00435842993018441	0.937599830526492	0.37966371796272	10	0.0452006800349142	9	1	2	"HYP"	"mixed"	0.683394692332896
"Activated_microglia"	"Activated_microglia-4"	"kidney_fibrosis_KC_mean"	0.000533734648053245	0.00089784608653971	0.594461184444489	0.570909415639796	10	-0.158246708802385	9	1	2	"HYP"	"mixed"	0.856364123459694
"Activated_microglia"	"Activated_microglia-5"	"kidney_fibrosis_KC_mean"	-0.00144002327735192	0.000386674501998395	-3.72412266624682	0.00741577581392723	10	0.751968003872384	9	1	2	"HYP"	"mixed"	0.0222473274417817
"Activated_microglia"	"Activated_microglia-6"	"kidney_fibrosis_KC_mean"	-0.00023418377576358	0.000513588348055471	-0.455975640121583	0.662216563982271	10	-0.197627157687026	9	1	2	"HYP"	"mixed"	0.916449309751071
"Adipocyte"	"Adipocyte-1"	"kidney_fibrosis_KC_mean"	-0.00736068191828276	0.00890656820249314	-0.826433004377865	0.435818549702309	12	0.803796811592283	12	1	4	"MSA"	"mixed"	0.59429802232133
"Adipocyte"	"Adipocyte-2"	"kidney_fibrosis_KC_mean"	0.0126325365358932	0.010804231051027	1.1692212501039	0.280583238715743	12	0.528030026585919	12	1	4	"MSA"	"mixed"	0.437798679512388
"Adipocyte"	"Adipocyte-3"	"kidney_fibrosis_KC_mean"	0.00128634919943268	0.00727171696729942	0.176897589003716	0.864598343514818	12	0.229567494517562	12	1	4	"MSA"	"mixed"	0.884248305867428
"Adipocyte"	"Adipocyte-4"	"kidney_fibrosis_KC_mean"	-0.00662749541336124	0.00340145158893147	-1.94843149757813	0.0923807315979577	12	0.384959783590578	12	1	4	"MSA"	"mixed"	0.251470146481611
"Adipocyte"	"Adipocyte-5"	"kidney_fibrosis_KC_mean"	-0.000368627260924081	0.00180564946461028	-0.204152172472547	0.844043178290568	12	0.0118609668088961	12	1	4	"MSA"	"mixed"	0.883301000536641
"Adipocyte"	"Adipocyte-6"	"kidney_fibrosis_KC_mean"	-0.00104243044449805	0.00389569570477937	-0.26758518208164	0.796731502327994	12	0.315913084648216	12	1	4	"MSA"	"mixed"	0.853640895351422
"Adipocyte"	"Adipocyte-7"	"kidney_fibrosis_KC_mean"	0.00157855413510266	0.000982787113419822	1.60620149933564	0.152264811767587	12	0.34205375104307	12	1	4	"MSA"	"mixed"	0.34259582647707
"Adipocyte"	"Adipocyte-8"	"kidney_fibrosis_KC_mean"	0.00116830611847088	0.00216842369924994	0.538781290240925	0.606738973303867	12	0.48542799563196	12	1	4	"MSA"	"mixed"	0.737925778342541
"Adipocyte"	"Adipocyte-9"	"kidney_fibrosis_KC_mean"	-0.00126651095183329	0.00111117254076764	-1.13979684105434	0.291865786341592	12	-0.230838778637319	12	1	4	"MSA"	"mixed"	0.437798679512388
"Astrocyte"	"Astrocyte-1"	"kidney_fibrosis_KC_mean"	0.000673581148435531	0.00778418095647138	0.0865320516316555	0.93199880206239	24	0.923243709990507	21	1	5	"HYP"	"mixed"	0.970627909810277
"Astrocyte"	"Astrocyte-10"	"kidney_fibrosis_KC_mean"	-0.000203703569843487	0.00170821195230049	-0.119249587013575	0.906398455133769	24	0.018402587667664	21	1	5	"HYP"	"mixed"	0.964875774819818
"Astrocyte"	"Astrocyte-11"	"kidney_fibrosis_KC_mean"	0.000106378261036665	0.000263781441189344	0.403281825123952	0.691491012874034	24	0.0779687809198411	21	1	5	"HYP"	"mixed"	0.845155682401597
"Astrocyte"	"Astrocyte-2"	"kidney_fibrosis_KC_mean"	0.00643898897609309	0.00687597520056715	0.936447382119992	0.361438058789393	24	0.828784043287811	21	1	5	"HYP"	"mixed"	0.496977330835415
"Astrocyte"	"Astrocyte-3"	"kidney_fibrosis_KC_mean"	-0.011616367767151	0.00675572554800357	-1.71948485541776	0.10267443003453	24	0.848187531772261	21	1	5	"HYP"	"mixed"	0.183148983304837
"Astrocyte"	"Astrocyte-4"	"kidney_fibrosis_KC_mean"	0.00501314801508456	0.0016185890158484	3.09723343356366	0.00621682430875985	24	0.851886129846238	21	1	5	"HYP"	"mixed"	0.0205155202189075
"Astrocyte"	"Astrocyte-5"	"kidney_fibrosis_KC_mean"	0.000633424012821123	0.00184554432058719	0.343217990353973	0.735410503445955	24	-0.215572640884366	21	1	5	"HYP"	"mixed"	0.849334438203639
"Astrocyte"	"Astrocyte-6"	"kidney_fibrosis_KC_mean"	-0.000750213023480288	0.00312191141656282	-0.240305672832403	0.812808844321056	24	0.0446310712290396	21	1	5	"HYP"	"mixed"	0.894089728753162
"Astrocyte"	"Astrocyte-7"	"kidney_fibrosis_KC_mean"	-2.11795522497847e-05	0.00056726594681056	-0.0373361954280285	0.970627909810277	24	0.396014013043101	21	1	5	"HYP"	"mixed"	0.970627909810277
"Astrocyte"	"Astrocyte-8"	"kidney_fibrosis_KC_mean"	-0.000452849265471012	0.000858628317253342	-0.527410121901904	0.604349483217043	24	-0.112311177111669	21	1	5	"HYP"	"mixed"	0.774723267623059
"Astrocyte"	"Astrocyte-9"	"kidney_fibrosis_KC_mean"	0.000178792764724548	0.000538800619232952	0.331834742467597	0.743846666970392	24	0.191414167096892	21	1	5	"HYP"	"mixed"	0.849334438203639
"Avp+_neuron"	"Avp+_neuron-1"	"kidney_fibrosis_KC_mean"	0.0127928024117054	0.0567786903016586	0.225309924264522	0.832781211213372	6	-0.234334882589618	6	1	1	"HYP"	"C57BL/6"	0.941472724082157
"Avp+_neuron"	"Avp+_neuron-2"	"kidney_fibrosis_KC_mean"	0.0181363113812119	0.0245346292389831	0.739212775728239	0.500807784761342	6	-0.0997626534956368	6	1	1	"HYP"	"C57BL/6"	0.801292455618148
"Avp+_neuron"	"Avp+_neuron-3"	"kidney_fibrosis_KC_mean"	-0.00282872321649153	0.0362027496490887	-0.07813559036013	0.941472724082157	6	-0.248095041748432	6	1	1	"HYP"	"C57BL/6"	0.941472724082157
"Avp+_neuron"	"Avp+_neuron-4"	"kidney_fibrosis_KC_mean"	-0.0141283726914021	0.0224804148497774	-0.628474731708166	0.56379401710749	6	-0.137661478407429	6	1	1	"HYP"	"C57BL/6"	0.820064024883622
"Avp+_neuron"	"Avp+_neuron-5"	"kidney_fibrosis_KC_mean"	0.00119157113210565	0.0123944130787856	0.0961377617908466	0.928035178637399	6	-0.247118386667475	6	1	1	"HYP"	"C57BL/6"	0.941472724082157
"Avp+_neuron"	"Avp+_neuron-6"	"kidney_fibrosis_KC_mean"	-0.00372657765128879	0.00910709387878341	-0.409195040798967	0.703358976382806	6	-0.199777153943957	6	1	1	"HYP"	"C57BL/6"	0.8656725863173
"Avp+_neuron"	"Avp+_neuron-7"	"kidney_fibrosis_KC_mean"	-0.0154913039421972	0.0160075851645539	-0.967747713533965	0.38797190199735	6	-0.0128560528305446	6	1	1	"HYP"	"C57BL/6"	0.689727825773066
"Avp+_neuron"	"Avp+_neuron-8"	"kidney_fibrosis_KC_mean"	0.00405429257635651	0.0076825620753471	0.527726627730937	0.625606771739768	6	-0.168635125203186	6	1	1	"HYP"	"C57BL/6"	0.834142362319691
"B_cells"	"B_cells-1"	"kidney_fibrosis_KC_mean"	0.00740517144170735	0.0119595095702657	0.619186882053965	0.541181339572856	32	0.729234493072833	23	3	3	"mixed"	"mixed"	0.681856802635103
"B_cells"	"B_cells-2"	"kidney_fibrosis_KC_mean"	0.00214255771851941	0.00497712276423174	0.430481187628517	0.670393177501694	32	0.962853612554915	23	3	3	"mixed"	"mixed"	0.709828070295912
"B_cells"	"B_cells-3"	"kidney_fibrosis_KC_mean"	-0.00635630976791242	0.00768092695748426	-0.827544618389954	0.415459761341855	32	0.172444752637044	23	3	3	"mixed"	"mixed"	0.602177266194212
"B_cells"	"B_cells-4"	"kidney_fibrosis_KC_mean"	-0.00154327745721509	0.00177349829858025	-0.870188293076198	0.392160904062803	32	0.438096699805225	23	3	3	"mixed"	"mixed"	0.602177266194212
"B_cells"	"B_cells-5"	"kidney_fibrosis_KC_mean"	0.000461492590933644	0.00261131895830642	0.176727775619163	0.861091681327777	32	0.62961519443199	23	3	3	"mixed"	"mixed"	0.861091681327777
"B_cells"	"B_cells-6"	"kidney_fibrosis_KC_mean"	-0.00210963452603289	0.00247513828370422	-0.852329964722485	0.401814266738848	32	0.203467344247633	23	3	3	"mixed"	"mixed"	0.602177266194212
"CD"	"CD-1"	"kidney_fibrosis_KC_mean"	0.0107348651829194	0.00948902428356116	1.13129283497741	0.271315193539159	26	0.601844397149896	26	1	5	"LK"	"mixed"	0.438766468602565
"CD"	"CD-10"	"kidney_fibrosis_KC_mean"	-0.000342410473280096	0.000750247319066428	-0.456396796867166	0.6530222167613	26	0.372606043117991	26	1	5	"LK"	"mixed"	0.78362666011356
"CD"	"CD-11"	"kidney_fibrosis_KC_mean"	-7.40686597396055e-05	0.000905016732084571	-0.0818423097758638	0.93558563463398	26	0.400151096157983	26	1	5	"LK"	"mixed"	0.958404796454322
"CD"	"CD-12"	"kidney_fibrosis_KC_mean"	0.000356159631566567	0.00134604554607635	0.264597013529559	0.79402756494504	26	0.34139068053698	26	1	5	"LK"	"mixed"	0.899821468945217
"CD"	"CD-13"	"kidney_fibrosis_KC_mean"	-0.000292475629618936	0.000692825408466176	-0.422149110071524	0.677419563886197	26	0.19221543707305	26	1	5	"LK"	"mixed"	0.801454131921698
"CD"	"CD-14"	"kidney_fibrosis_KC_mean"	-0.00730007022862054	0.00608171708025371	-1.20033045475308	0.24403615035232	26	-0.0288749468636178	26	1	5	"LK"	"mixed"	0.409980732591897
"CD"	"CD-2"	"kidney_fibrosis_KC_mean"	-0.00730738880357651	0.00741410413701099	-0.985606442604203	0.336100573672533	26	0.564252139488893	26	1	5	"LK"	"mixed"	0.495287376801596
"CD"	"CD-3"	"kidney_fibrosis_KC_mean"	0.000252137222509099	0.00295220794427311	0.0854063220709814	0.932787565591861	26	0.975339432370288	26	1	5	"LK"	"mixed"	0.958404796454322
"CD"	"CD-4"	"kidney_fibrosis_KC_mean"	0.000249007940540859	0.00425766557757925	0.0584846169816925	0.953943025902841	26	0.531471475225545	26	1	5	"LK"	"mixed"	0.96518318050997
"CD"	"CD-5"	"kidney_fibrosis_KC_mean"	0.00285214148393347	0.00293043081157151	0.973284021131331	0.34203755725141	26	0.203666190680012	26	1	5	"LK"	"mixed"	0.495287376801596
"CD"	"CD-6"	"kidney_fibrosis_KC_mean"	0.00191774580447522	0.00189234664071108	1.01342204605526	0.322962650580013	26	0.488333960219614	26	1	5	"LK"	"mixed"	0.495287376801596
"CD"	"CD-7"	"kidney_fibrosis_KC_mean"	-0.000560377488033617	0.00259833433973904	-0.215667968306918	0.831430817410136	26	-0.150501287571264	26	1	5	"LK"	"mixed"	0.899821468945217
"CD"	"CD-8"	"kidney_fibrosis_KC_mean"	-0.00143508156671713	0.00177363660812346	-0.809118147507943	0.427968463717184	26	0.28119526041034	26	1	5	"LK"	"mixed"	0.553066937726822
"CD"	"CD-9"	"kidney_fibrosis_KC_mean"	0.000949815583641831	0.000949575107266811	1.00025324629214	0.329137036939232	26	0.0772644125857421	26	1	5	"LK"	"mixed"	0.495287376801596
"CM"	"CM-1"	"kidney_fibrosis_KC_mean"	-0.000568235454414658	0.00547647413111601	-0.103759360641563	0.918574579998693	23	0.961802788016048	23	1	5	"LV"	"mixed"	0.938118719998665
"CM"	"CM-2"	"kidney_fibrosis_KC_mean"	0.00295876698183898	0.00417733981572814	0.708289751937081	0.488364327369855	23	0.978399005699259	23	1	5	"LV"	"mixed"	0.60106378753213
"CM"	"CM-3"	"kidney_fibrosis_KC_mean"	-0.00118164774165575	0.00469584763072886	-0.251636729846862	0.804338611807575	23	0.126163477204178	23	1	5	"LV"	"mixed"	0.883477428305793
"CM"	"CM-4"	"kidney_fibrosis_KC_mean"	-0.00171271825129483	0.00217414505469915	-0.787766321107691	0.441679644829938	23	0.433616114440394	23	1	5	"LV"	"mixed"	0.572989809509109
"CM"	"CM-5"	"kidney_fibrosis_KC_mean"	8.49257226671205e-05	0.000347501266022173	0.244389678458615	0.80985430928031	23	0.592092477831128	23	1	5	"LV"	"mixed"	0.883477428305793
"CM"	"CM-6"	"kidney_fibrosis_KC_mean"	2.63244544755659e-05	0.000185114042355198	0.142206685892874	0.888588518884143	23	0.429683481838978	23	1	5	"LV"	"mixed"	0.927222802313889
"CM"	"CM-7"	"kidney_fibrosis_KC_mean"	0.000348956725347309	0.000217005203017488	1.6080569520685	0.126235105378296	23	0.446249701011182	23	1	5	"LV"	"mixed"	0.183614698732066
"CM"	"CM-8"	"kidney_fibrosis_KC_mean"	4.36275630362212e-05	0.000109435475273158	0.398660150443207	0.695106407065674	23	0.604660144547312	23	1	5	"LV"	"mixed"	0.834127688478809
"CT"	"CT-1"	"kidney_fibrosis_KC_mean"	0.000316402462178227	0.00305560277220919	0.103548296609729	0.918612997869807	25	0.943990354177511	25	1	5	"LK"	"mixed"	0.932506208709399
"CT"	"CT-10"	"kidney_fibrosis_KC_mean"	-0.000716146201923024	0.000854247514534376	-0.838335716216129	0.412265063326469	25	0.140977731188851	25	1	5	"LK"	"mixed"	0.51865604741072
"CT"	"CT-11"	"kidney_fibrosis_KC_mean"	-0.00148487898292178	0.000685073170355748	-2.16747501898331	0.0431099556883925	25	0.462078453351674	25	1	5	"LK"	"mixed"	0.0800613462784433
"CT"	"CT-12"	"kidney_fibrosis_KC_mean"	-0.00045049816235634	0.000415149446600616	-1.08514696585813	0.291433888136701	25	0.191437589902868	25	1	5	"LK"	"mixed"	0.38528547923157
"CT"	"CT-13"	"kidney_fibrosis_KC_mean"	0.000338720976518835	0.00057193942046694	0.592232261665576	0.560677499499025	25	0.0332581239986491	25	1	5	"LK"	"mixed"	0.652729029267522
"CT"	"CT-2"	"kidney_fibrosis_KC_mean"	-0.00225352611770562	0.00536223489826217	-0.420258746672206	0.679011061342491	25	0.804607283393436	25	1	5	"LK"	"mixed"	0.767577721517599
"CT"	"CT-3"	"kidney_fibrosis_KC_mean"	9.43670848014028e-05	0.00160134117815772	0.0589300307071154	0.95362323613739	25	0.987480238983588	25	1	5	"LK"	"mixed"	0.95362323613739
"CT"	"CT-4"	"kidney_fibrosis_KC_mean"	0.000765997847766391	0.00190567136236064	0.401956949606209	0.692201406941584	25	0.980987996299896	25	1	5	"LK"	"mixed"	0.77131013916348
"CT"	"CT-5"	"kidney_fibrosis_KC_mean"	-0.000383462785105051	0.00197062316057054	-0.194589606362908	0.847779804058898	25	0.452379230570139	25	1	5	"LK"	"mixed"	0.893605739413433
"CT"	"CT-6"	"kidney_fibrosis_KC_mean"	5.86001769145693e-05	0.000579777158776442	0.10107362117928	0.920551000905433	25	0.810138328073667	25	1	5	"LK"	"mixed"	0.932506208709399
"CT"	"CT-7"	"kidney_fibrosis_KC_mean"	0.00333825481181854	0.00150639027983012	2.21606236877405	0.0390926127636599	25	0.57159900906318	25	1	5	"LK"	"mixed"	0.0745373296313836
"CT"	"CT-8"	"kidney_fibrosis_KC_mean"	9.55121123992541e-05	0.000876362212248904	0.108987027354994	0.914355594568669	25	0.655821242521674	25	1	5	"LK"	"mixed"	0.932506208709399
"CT"	"CT-9"	"kidney_fibrosis_KC_mean"	0.0002806567776146	0.000779051616948348	0.360254406138031	0.722630636569345	25	0.586765064256262	25	1	5	"LK"	"mixed"	0.792729899119439
"DC"	"DC-1"	"kidney_fibrosis_KC_mean"	-0.00985955693957155	0.00773687486872958	-1.27435910582208	0.210482129860173	46	0.632627095480587	28	4	5	"mixed"	"mixed"	0.369027110793809
"DC"	"DC-10"	"kidney_fibrosis_KC_mean"	0.000337034634663341	0.00114497831396297	0.294358967810322	0.770128792749797	46	0.783110686594654	28	4	5	"mixed"	"mixed"	0.859234603481179
