"CT"	"program"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"N"	"adj_r2"	"n_bp_levels"	"n_tissue_lv"	"n_strain_lv"	"tissue_value"	"strain_value"	"p_adj"
"DC"	"DC-11"	"kidney_fibrosis_KC_mean"	0.000857539691447404	0.00130569765831681	0.656767426965341	0.515394958328276	46	0.502397497782997	28	4	5	"mixed"	"mixed"	0.70699828622855
"DC"	"DC-12"	"kidney_fibrosis_KC_mean"	-0.00147144890576784	0.00107257769784942	-1.37188094505245	0.178362050543845	46	0.661762843603098	28	4	5	"mixed"	"mixed"	0.316827326623936
"DC"	"DC-13"	"kidney_fibrosis_KC_mean"	-0.000560104995584579	0.00244323362391784	-0.229247416252574	0.819939147310496	46	0.482819429177758	28	4	5	"mixed"	"mixed"	0.892675684571911
"DC"	"DC-14"	"kidney_fibrosis_KC_mean"	0.00150841000116708	0.00156436329147629	0.964232547123749	0.3411894737035	46	0.415911978957157	28	4	5	"mixed"	"mixed"	0.535588127325262
"DC"	"DC-15"	"kidney_fibrosis_KC_mean"	-0.000126130755866726	0.000665872832264854	-0.18942168797864	0.850797637904088	46	0.0527157020462712	28	4	5	"mixed"	"mixed"	0.917600287567351
"DC"	"DC-2"	"kidney_fibrosis_KC_mean"	0.00174280872169969	0.00267323928882614	0.651946396637387	0.518465409900936	46	0.425084626873323	28	4	5	"mixed"	"mixed"	0.70699828622855
"DC"	"DC-3"	"kidney_fibrosis_KC_mean"	0.00685693058621409	0.00425303685249357	1.61224339784261	0.115407525743234	46	0.48530821565297	28	4	5	"mixed"	"mixed"	0.21943684472305
"DC"	"DC-4"	"kidney_fibrosis_KC_mean"	-0.00136799647943627	0.00218702719644479	-0.625505015054258	0.535479034771062	46	-0.100566012865334	28	4	5	"mixed"	"mixed"	0.708722251902876
"DC"	"DC-5"	"kidney_fibrosis_KC_mean"	0.00172719423201295	0.00512822631853383	0.336801483540368	0.738169527789821	46	0.359631204730137	28	4	5	"mixed"	"mixed"	0.84451598518327
"DC"	"DC-6"	"kidney_fibrosis_KC_mean"	-0.000300455198306489	0.00313516279476721	-0.0958340022431908	0.924169597069259	46	0.185485707746033	28	4	5	"mixed"	"mixed"	0.967154229491085
"DC"	"DC-7"	"kidney_fibrosis_KC_mean"	-0.00130293035980068	0.00275359824556135	-0.473173732551919	0.638868996057132	46	0.173888189987348	28	4	5	"mixed"	"mixed"	0.797984342446256
"DC"	"DC-8"	"kidney_fibrosis_KC_mean"	0.000118226669033329	0.0010986132678539	0.107614455871519	0.9148829689786	46	0.84522349076611	28	4	5	"mixed"	"mixed"	0.964915631344618
"DC"	"DC-9"	"kidney_fibrosis_KC_mean"	0.00184047909809624	0.0017633011829814	1.04376899185444	0.303364143410864	46	0.305504476318128	28	4	5	"mixed"	"mixed"	0.505606905684774
"DCT"	"DCT-1"	"kidney_fibrosis_KC_mean"	0.00964731989165772	0.0128305537963313	0.75190206477418	0.46086774104385	26	0.758781030585163	26	1	5	"LK"	"mixed"	0.638124564522253
"DCT"	"DCT-2"	"kidney_fibrosis_KC_mean"	0.000982395256300302	0.00136825297611148	0.717992413283274	0.481065638523185	26	0.997607225477272	26	1	5	"LK"	"mixed"	0.649438612006299
"DCT"	"DCT-3"	"kidney_fibrosis_KC_mean"	-0.00485292702960258	0.00391118933143597	-1.24078039142658	0.229045062699015	26	0.22525369445899	26	1	5	"LK"	"mixed"	0.392055067182734
"DCT"	"DCT-4"	"kidney_fibrosis_KC_mean"	0.00150927046589322	0.00304137873758771	0.496245484733778	0.625131052767535	26	0.0698660171872053	26	1	5	"LK"	"mixed"	0.767206292032884
"DCT"	"DCT-5"	"kidney_fibrosis_KC_mean"	-0.00604183374204077	0.00490507809266457	-1.231750774993	0.23232892870088	26	0.0202927549760686	26	1	5	"LK"	"mixed"	0.392055067182734
"DCT"	"DCT-6"	"kidney_fibrosis_KC_mean"	8.28132935931306e-05	0.00600582876663191	0.0137888202962491	0.989135085894422	26	0.183761416365197	26	1	5	"LK"	"mixed"	0.989135085894422
"DCT"	"DCT-7"	"kidney_fibrosis_KC_mean"	0.000597669141473876	0.000957842077742938	0.623974614773895	0.539696866694078	26	0.518182634547295	26	1	5	"LK"	"mixed"	0.693895971463815
"DCT"	"DCT-8"	"kidney_fibrosis_KC_mean"	-0.000745824829660524	0.00091207443423804	-0.817723643666865	0.423150418661951	26	0.273660249229993	26	1	5	"LK"	"mixed"	0.617570881290414
"DCT"	"DCT-9"	"kidney_fibrosis_KC_mean"	-0.0011788824476144	0.000373642543539221	-3.15510765034349	0.00498061216742627	26	0.506229868001549	26	1	5	"LK"	"mixed"	0.0168095660650637
"E_P_transition_cell"	"E_P_transition_cell-1"	"kidney_fibrosis_KC_mean"	0.145361055282268	0.123849480796822	1.17369127708122	0.305632673052171	6	0.0702087621073488	6	1	1	"HYP"	"C57BL/6"	0.407510230736228
"E_P_transition_cell"	"E_P_transition_cell-2"	"kidney_fibrosis_KC_mean"	0.0227042690200152	0.0299940605548752	0.756958831181823	0.491214051807501	6	-0.0933773392563522	6	1	1	"HYP"	"C57BL/6"	0.523961655261334
"E_P_transition_cell"	"E_P_transition_cell-3"	"kidney_fibrosis_KC_mean"	-0.0942630236217174	0.0451487188624799	-2.08783385213734	0.105087709187268	6	0.401845917433206	6	1	1	"HYP"	"C57BL/6"	0.280233891166047
"E_P_transition_cell"	"E_P_transition_cell-4"	"kidney_fibrosis_KC_mean"	-0.0401334424361782	0.0252952997196916	-1.58659683343999	0.187791608374049	6	0.232809898826131	6	1	1	"HYP"	"C57BL/6"	0.333851748220532
"E_P_transition_cell"	"E_P_transition_cell-5"	"kidney_fibrosis_KC_mean"	-0.00817200744199865	0.0235889136393253	-0.346434243091849	0.746472568252476	6	-0.213587318338482	6	1	1	"HYP"	"C57BL/6"	0.746472568252476
"E_P_transition_cell"	"E_P_transition_cell-6"	"kidney_fibrosis_KC_mean"	-0.0166184382538631	0.0140031370865682	-1.18676537629583	0.300986861550839	6	0.0755142274601974	6	1	1	"HYP"	"C57BL/6"	0.407510230736228
"E_P_transition_cell"	"E_P_transition_cell-7"	"kidney_fibrosis_KC_mean"	-0.00462766943543922	0.00583342432279307	-0.793302386277204	0.472003203161599	6	-0.0800702110098008	6	1	1	"HYP"	"C57BL/6"	0.523961655261334
"E_P_transition_cell"	"E_P_transition_cell-8"	"kidney_fibrosis_KC_mean"	-0.00425074311308682	0.00406469467780408	-1.0457718106845	0.354696839165794	6	0.0183834555029572	6	1	1	"HYP"	"C57BL/6"	0.436549955896362
"EC"	"EC-1"	"kidney_fibrosis_KC_mean"	0.00230969190360865	0.00445024386084957	0.519003446963404	0.605350001475623	82	0.839705642847947	52	5	5	"mixed"	"mixed"	0.708004828972538
"EC"	"EC-2"	"kidney_fibrosis_KC_mean"	0.00448022616058197	0.00314002253209662	1.42681337945383	0.157955956254531	82	0.908580462891065	52	5	5	"mixed"	"mixed"	0.217870284489008
"EC"	"EC-3"	"kidney_fibrosis_KC_mean"	-0.006960470433907	0.00347678023794957	-2.00198745895194	0.0490539579195656	82	0.854943768900413	52	5	5	"mixed"	"mixed"	0.0800880945625561
"EC"	"EC-4"	"kidney_fibrosis_KC_mean"	-0.000286051840127202	0.000895867994511001	-0.319301327740077	0.750422603738371	82	0.359411149406117	52	5	5	"mixed"	"mixed"	0.800450777320929
"EC"	"EC-5"	"kidney_fibrosis_KC_mean"	0.00050647210238347	0.000578607726126164	0.875328965574572	0.384305710056179	82	0.899442565468367	52	5	5	"mixed"	"mixed"	0.472991643146066
"EC"	"EC-6"	"kidney_fibrosis_KC_mean"	-0.000705209972151825	0.00236882003735545	-0.297705170097735	0.766785527365679	82	0.943711563538383	52	5	5	"mixed"	"mixed"	0.807142660384925
"EC"	"EC-7"	"kidney_fibrosis_KC_mean"	0.000230858633610028	0.000634117729487695	0.364062732951086	0.716878119116825	82	0.22826985674618	52	5	5	"mixed"	"mixed"	0.796531243463138
"EC"	"EC-8"	"kidney_fibrosis_KC_mean"	0.000424483446001931	0.00026932106051094	1.57612421842029	0.119381190102208	82	0.480230924684133	52	5	5	"mixed"	"mixed"	0.171667687447313
"Ependymal_cell"	"Ependymal_cell-1"	"kidney_fibrosis_KC_mean"	0.15940079776418	0.0843984165651424	1.88867047809064	0.131952950989704	6	0.33924280864996	6	1	1	"HYP"	"C57BL/6"	0.21992158498284
"Ependymal_cell"	"Ependymal_cell-10"	"kidney_fibrosis_KC_mean"	-0.0190389743493873	0.00479144814795711	-3.97353237715924	0.0164899377406718	6	0.747333861248375	6	1	1	"HYP"	"C57BL/6"	0.0471141078304909
"Ependymal_cell"	"Ependymal_cell-2"	"kidney_fibrosis_KC_mean"	0.00762407895270871	0.0273133755555468	0.279133530647054	0.793980024729228	6	-0.226116619079708	6	1	1	"HYP"	"C57BL/6"	0.793980024729228
"Ependymal_cell"	"Ependymal_cell-3"	"kidney_fibrosis_KC_mean"	0.0278151785583254	0.0265213393423427	1.04878483696775	0.353463813855628	6	0.0195981610449977	6	1	1	"HYP"	"C57BL/6"	0.415839781006622
"Ependymal_cell"	"Ependymal_cell-4"	"kidney_fibrosis_KC_mean"	-0.0769508720832901	0.0265584890097963	-2.89741152273031	0.0442326284291626	6	0.596611326414068	6	1	1	"HYP"	"C57BL/6"	0.0982947298425836
"Ependymal_cell"	"Ependymal_cell-5"	"kidney_fibrosis_KC_mean"	0.00908005257149371	0.0152482253257176	0.59548258092562	0.583576798853551	6	-0.14821121786143	6	1	1	"HYP"	"C57BL/6"	0.648418665392834
"Ependymal_cell"	"Ependymal_cell-6"	"kidney_fibrosis_KC_mean"	0.0151047922489007	0.0116344863221889	1.29827753719503	0.263987402621491	6	0.120573670189707	6	1	1	"HYP"	"C57BL/6"	0.351983203495321
"Ependymal_cell"	"Ependymal_cell-7"	"kidney_fibrosis_KC_mean"	-0.0630571155271826	0.0130687131388437	-4.82504397007231	0.00849181097089581	6	0.816722592206402	6	1	1	"HYP"	"C57BL/6"	0.0337113359209144
"Ependymal_cell"	"Ependymal_cell-8"	"kidney_fibrosis_KC_mean"	-0.0371091598673205	0.0125523356277458	-2.9563549739137	0.0417051192733172	6	0.60753639175521	6	1	1	"HYP"	"C57BL/6"	0.0982947298425836
"Ependymal_cell"	"Ependymal_cell-9"	"kidney_fibrosis_KC_mean"	-0.0228687782684284	0.0212605674666314	-1.07564289167357	0.342640519433003	6	0.0304454911957261	6	1	1	"HYP"	"C57BL/6"	0.415839781006622
"Erythrocytes"	"Erythrocytes-1"	"kidney_fibrosis_KC_mean"	0.0980273746496009	0.0444941617926262	2.20315139560279	0.0923277832084401	6	0.435275583329828	6	1	1	"PBMC"	"SS"	0.221586679700256
"Erythrocytes"	"Erythrocytes-2"	"kidney_fibrosis_KC_mean"	-0.0497880225915232	0.0364854841017576	-1.36459810846048	0.244104204644573	6	0.147067412715114	6	1	1	"PBMC"	"SS"	0.418464350819267
"Erythrocytes"	"Erythrocytes-3"	"kidney_fibrosis_KC_mean"	-0.0195286921229611	0.00879029142943873	-2.22162055487255	0.090449133118795	6	0.440440353108383	6	1	1	"PBMC"	"SS"	0.221586679700256
"Erythrocytes"	"Erythrocytes-4"	"kidney_fibrosis_KC_mean"	-0.0244249658228595	0.0135889615213147	-1.79741224408857	0.146679430158742	6	0.308503135392063	6	1	1	"PBMC"	"SS"	0.293358860317483
"Erythrocytes"	"Erythrocytes-5"	"kidney_fibrosis_KC_mean"	0.000634406498488158	0.0311216513213901	0.0203847312578856	0.984712774945912	6	-0.249870158092145	6	1	1	"PBMC"	"SS"	0.984712774945912
"Erythrocytes"	"Erythrocytes-6"	"kidney_fibrosis_KC_mean"	-0.00492010061074528	0.0154434014153196	-0.318589181128492	0.765979637758321	6	-0.219066472803415	6	1	1	"PBMC"	"SS"	0.835614150281805
"Excitatory_neuron"	"Excitatory_neuron-1"	"kidney_fibrosis_KC_mean"	2.57618955555075e-05	0.000827414925817412	0.0311354010565583	0.975504196536692	24	0.995543260456349	21	1	5	"HYP"	"mixed"	0.975504196536692
"Excitatory_neuron"	"Excitatory_neuron-10"	"kidney_fibrosis_KC_mean"	-0.0019201461991149	0.00112429147633297	-1.70787223734695	0.104848670124781	24	0.341256115448187	21	1	5	"HYP"	"mixed"	0.165007743147196
"Excitatory_neuron"	"Excitatory_neuron-11"	"kidney_fibrosis_KC_mean"	-0.00145902215518786	0.0014614594388521	-0.998332294691564	0.331350749677766	24	0.550704097970184	21	1	5	"HYP"	"mixed"	0.413112622974877
"Excitatory_neuron"	"Excitatory_neuron-12"	"kidney_fibrosis_KC_mean"	0.000307721377418775	0.00144578972988804	0.212839648157277	0.833843903750859	24	0.814554669740678	21	1	5	"HYP"	"mixed"	0.909647895000937
"Excitatory_neuron"	"Excitatory_neuron-13"	"kidney_fibrosis_KC_mean"	-0.000691374674193886	0.0010235575920619	-0.675462406371436	0.507967384523341	24	0.173041806198479	21	1	5	"HYP"	"mixed"	0.602035418694331
"Excitatory_neuron"	"Excitatory_neuron-14"	"kidney_fibrosis_KC_mean"	-0.000481439050622971	0.000851751679994526	-0.5652340487618	0.578892371850295	24	0.268461673391926	21	1	5	"HYP"	"mixed"	0.663346309562482
"Excitatory_neuron"	"Excitatory_neuron-15"	"kidney_fibrosis_KC_mean"	9.37294939216085e-05	0.000860032285975018	0.108983692182378	0.914421186852713	24	0.321255260432498	21	1	5	"HYP"	"mixed"	0.93252263656044
"Excitatory_neuron"	"Excitatory_neuron-16"	"kidney_fibrosis_KC_mean"	2.17709219096523e-05	0.000150855031017297	0.14431684354734	0.886853818664067	24	0.139040547725205	21	1	5	"HYP"	"mixed"	0.927353464341214
"Excitatory_neuron"	"Excitatory_neuron-2"	"kidney_fibrosis_KC_mean"	-0.000239282914712533	0.00109025336918497	-0.219474593223601	0.82874998435653	24	0.870930363849035	21	1	5	"HYP"	"mixed"	0.909647895000937
"Excitatory_neuron"	"Excitatory_neuron-3"	"kidney_fibrosis_KC_mean"	0.0081474144298713	0.00218041007049655	3.73664318474547	0.00151022160098071	24	0.88191269146437	21	1	5	"HYP"	"mixed"	0.00362453184235369
"Excitatory_neuron"	"Excitatory_neuron-4"	"kidney_fibrosis_KC_mean"	0.00131700901436206	0.00210197512512037	0.626557849625666	0.538814933484417	24	0.947456872999215	21	1	5	"HYP"	"mixed"	0.630807727006147
"Excitatory_neuron"	"Excitatory_neuron-5"	"kidney_fibrosis_KC_mean"	-0.00638243985877563	0.00428019255767817	-1.491157178741	0.153237389806831	24	0.481346187744124	21	1	5	"HYP"	"mixed"	0.213199846687764
"Excitatory_neuron"	"Excitatory_neuron-6"	"kidney_fibrosis_KC_mean"	0.00448782317125209	0.00138676415814933	3.23618341653795	0.00458276279488571	24	0.876414755297641	21	1	5	"HYP"	"mixed"	0.0102312843792797
"Excitatory_neuron"	"Excitatory_neuron-7"	"kidney_fibrosis_KC_mean"	-0.00220410735517626	0.00113485147787647	-1.94219895567353	0.0679277525709569	24	0.813767610809233	21	1	5	"HYP"	"mixed"	0.110526512657828
"Excitatory_neuron"	"Excitatory_neuron-8"	"kidney_fibrosis_KC_mean"	-0.000747284373271532	0.00100197803059287	-0.745809139976215	0.465411688208464	24	0.153380201555264	21	1	5	"HYP"	"mixed"	0.565563570481171
"Excitatory_neuron"	"Excitatory_neuron-9"	"kidney_fibrosis_KC_mean"	-0.000276133723235416	0.000710124124351609	-0.388852756533999	0.701946540757881	24	0.83890664539483	21	1	5	"HYP"	"mixed"	0.783568231543681
"Fibroblast"	"Fibroblast-1"	"kidney_fibrosis_KC_mean"	0.00152652896284542	0.00429222489253803	0.355649808913617	0.723187836215239	79	0.776456922447827	51	5	5	"mixed"	"mixed"	0.809161215345722
"Fibroblast"	"Fibroblast-10"	"kidney_fibrosis_KC_mean"	-0.00105657430705569	0.00124251748764412	-0.850349647037171	0.398071889350473	79	0.885934391190267	51	5	5	"mixed"	"mixed"	0.517817091838013
"Fibroblast"	"Fibroblast-11"	"kidney_fibrosis_KC_mean"	0.00160436620049784	0.00205192616792326	0.781883006113037	0.436958184658547	79	0.566261345602021	51	5	5	"mixed"	"mixed"	0.541963639886569
"Fibroblast"	"Fibroblast-12"	"kidney_fibrosis_KC_mean"	-0.000280365025501397	0.00145468561295039	-0.192732383551083	0.847734717474096	79	0.624278788269219	51	5	5	"mixed"	"mixed"	0.875080998682938
"Fibroblast"	"Fibroblast-13"	"kidney_fibrosis_KC_mean"	-0.00256319316987238	0.00178883566534879	-1.43288353397885	0.156406533929303	79	0.311491426862721	51	5	5	"mixed"	"mixed"	0.260677556548839
"Fibroblast"	"Fibroblast-14"	"kidney_fibrosis_KC_mean"	0.0003759653112682	0.00112318611948016	0.334731087526444	0.738843368949324	79	0.388643199761119	51	5	5	"mixed"	"mixed"	0.820584720468295
"Fibroblast"	"Fibroblast-15"	"kidney_fibrosis_KC_mean"	-0.000269862937867987	0.000349084185596548	-0.773059763239689	0.44212728168172	79	0.192956898176076	51	5	5	"mixed"	"mixed"	0.544156654377502
"Fibroblast"	"Fibroblast-16"	"kidney_fibrosis_KC_mean"	-0.000913287039551979	0.000749525221235361	-1.2184874019939	0.227188623251022	79	0.207817621165898	51	5	5	"mixed"	"mixed"	0.331093513823025
"Fibroblast"	"Fibroblast-2"	"kidney_fibrosis_KC_mean"	0.000824061645144709	0.00175533146885417	0.469462127106188	0.640219525300463	79	0.930096741760295	51	5	5	"mixed"	"mixed"	0.736943338475353
"Fibroblast"	"Fibroblast-3"	"kidney_fibrosis_KC_mean"	0.000642257326161546	0.00285027925827426	0.225331368600847	0.822387546610409	79	0.779635422346068	51	5	5	"mixed"	"mixed"	0.865671101695167
"Fibroblast"	"Fibroblast-4"	"kidney_fibrosis_KC_mean"	-0.00193771229645731	0.00152287807938952	-1.27240146317825	0.207501705136741	79	0.907248936785645	51	5	5	"mixed"	"mixed"	0.325492870802731
"Fibroblast"	"Fibroblast-5"	"kidney_fibrosis_KC_mean"	0.00226218222929474	0.00375164652835062	0.602983839815337	0.54849631542974	79	0.79609708873005	51	5	5	"mixed"	"mixed"	0.635937757019989
"Fibroblast"	"Fibroblast-6"	"kidney_fibrosis_KC_mean"	0.00125516137705744	0.00203535619231571	0.616678978252642	0.53947593829213	79	0.342998409492061	51	5	5	"mixed"	"mixed"	0.633394874201692
"Fibroblast"	"Fibroblast-7"	"kidney_fibrosis_KC_mean"	-0.00163016753143756	0.00106746792102359	-1.52713491368845	0.131298746147319	79	0.241277127214533	51	5	5	"mixed"	"mixed"	0.228345645473598
"Fibroblast"	"Fibroblast-8"	"kidney_fibrosis_KC_mean"	0.00192359848532711	0.000860165164985687	2.23631293573615	0.0285671707254156	79	0.894062274987208	51	5	5	"mixed"	"mixed"	0.0601414120535066
"Fibroblast"	"Fibroblast-9"	"kidney_fibrosis_KC_mean"	-0.00176295922985273	0.000719518461843989	-2.450193182444	0.0168183589290757	79	0.293821187051635	51	5	5	"mixed"	"mixed"	0.0395726092448841
"IC"	"IC-1"	"kidney_fibrosis_KC_mean"	1.94550132317913e-05	0.007471503291861	0.00260389542396165	0.997948192283713	26	0.591597677586861	26	1	5	"LK"	"mixed"	0.997948192283713
"IC"	"IC-10"	"kidney_fibrosis_KC_mean"	0.000142315964379455	0.00194230087686417	0.0732718427276946	0.942317655839014	26	0.45813823568776	26	1	5	"LK"	"mixed"	0.964221784945062
"IC"	"IC-11"	"kidney_fibrosis_KC_mean"	-0.00380472089437632	0.00318875218381794	-1.1931692006937	0.246765851422848	26	-0.0382688754911518	26	1	5	"LK"	"mixed"	0.397232833997755
"IC"	"IC-2"	"kidney_fibrosis_KC_mean"	0.00502509551423118	0.00549683791545929	0.914179313910388	0.371512868204056	26	0.61012070171843	26	1	5	"LK"	"mixed"	0.538459026632999
"IC"	"IC-3"	"kidney_fibrosis_KC_mean"	0.00430102420676422	0.00486976443131259	0.883209910341584	0.387616256126111	26	0.595230558567045	26	1	5	"LK"	"mixed"	0.538459026632999
"IC"	"IC-4"	"kidney_fibrosis_KC_mean"	0.00013196112665794	0.00206217043749194	0.0639913773657015	0.949612363961046	26	0.982188641073512	26	1	5	"LK"	"mixed"	0.964221784945062
"IC"	"IC-5"	"kidney_fibrosis_KC_mean"	0.000228826048206821	0.00230795024675201	0.0991468722208587	0.922008697250688	26	0.932962525409967	26	1	5	"LK"	"mixed"	0.964221784945062
"IC"	"IC-6"	"kidney_fibrosis_KC_mean"	-0.00489167142494694	0.00568533838621187	-0.860401104147162	0.399765034924499	26	-0.0514529755844415	26	1	5	"LK"	"mixed"	0.538459026632999
"IC"	"IC-7"	"kidney_fibrosis_KC_mean"	0.00105944016259614	0.00213693901612199	0.495774635870875	0.62545737173652	26	0.413794753633154	26	1	5	"LK"	"mixed"	0.724213798852812
"IC"	"IC-8"	"kidney_fibrosis_KC_mean"	-0.000918125479580262	0.00165434254228579	-0.55497906637382	0.585063170727119	26	0.312515842312963	26	1	5	"LK"	"mixed"	0.68953873692839
"IC"	"IC-9"	"kidney_fibrosis_KC_mean"	-0.00129360023716402	0.00205590550151013	-0.629211914756698	0.536331989851352	26	0.212383798975791	26	1	5	"LK"	"mixed"	0.666132684306412
"Inhibitory_neuron"	"Inhibitory_neuron-1"	"kidney_fibrosis_KC_mean"	-0.00709748191616297	0.00339022158205901	-2.0935156432614	0.0507304015849409	24	0.816264707453623	21	1	5	"HYP"	"mixed"	0.0707866068627082
"Inhibitory_neuron"	"Inhibitory_neuron-10"	"kidney_fibrosis_KC_mean"	-3.68977397736533e-05	0.000568927856681617	-0.0648548657625354	0.949004412209593	24	0.265479311345087	21	1	5	"HYP"	"mixed"	0.974736826029403
"Inhibitory_neuron"	"Inhibitory_neuron-2"	"kidney_fibrosis_KC_mean"	0.00176123659782233	0.00210496638851352	0.836705330514126	0.413728986497723	24	0.988724304132015	21	1	5	"HYP"	"mixed"	0.459698873886359
"Inhibitory_neuron"	"Inhibitory_neuron-3"	"kidney_fibrosis_KC_mean"	0.00123637080976567	0.00109981978812185	1.12415763302186	0.275715002832455	24	0.947858915639025	21	1	5	"HYP"	"mixed"	0.324370591567595
"Inhibitory_neuron"	"Inhibitory_neuron-4"	"kidney_fibrosis_KC_mean"	0.00454921040186525	0.0012902588079561	3.52581232060849	0.00241427594596638	24	0.87056960370775	21	1	5	"HYP"	"mixed"	0.00438959262902977
"Inhibitory_neuron"	"Inhibitory_neuron-5"	"kidney_fibrosis_KC_mean"	0.00326268606473003	0.000956805277629358	3.40997916818966	0.00312173836769918	24	0.856753253742234	21	1	5	"HYP"	"mixed"	0.00535155148748431
"Inhibitory_neuron"	"Inhibitory_neuron-6"	"kidney_fibrosis_KC_mean"	0.00205806077873437	0.000649629566965964	3.16805281561669	0.00532325580442229	24	0.925546782719213	21	1	5	"HYP"	"mixed"	0.00863230670987399
"Inhibitory_neuron"	"Inhibitory_neuron-7"	"kidney_fibrosis_KC_mean"	0.0033103961087523	0.00130569044055519	2.53536060763735	0.0207239615805393	24	0.32998677581583	21	1	5	"HYP"	"mixed"	0.0318830178162143
"Inhibitory_neuron"	"Inhibitory_neuron-8"	"kidney_fibrosis_KC_mean"	-0.009427217501703	0.00300915776249767	-3.13284255787181	0.00575060741787035	24	0.434690943641258	21	1	5	"HYP"	"mixed"	0.00907990644926897
"Inhibitory_neuron"	"Inhibitory_neuron-9"	"kidney_fibrosis_KC_mean"	0.00038363639596967	0.000358004663704568	1.07159608481037	0.298059795382221	24	0.625046475402399	21	1	5	"HYP"	"mixed"	0.337426183451571
"Macrophages"	"Macrophages-1"	"kidney_fibrosis_KC_mean"	0.00124804265467676	0.00815433404278862	0.153052677033814	0.8789069014833	65	0.602242446926532	38	4	5	"mixed"	"mixed"	0.930607307452905
"Macrophages"	"Macrophages-2"	"kidney_fibrosis_KC_mean"	0.00222131663253777	0.0024057364246388	0.923341646984993	0.359790640209943	65	0.95502878451702	38	4	5	"mixed"	"mixed"	0.516352002083325
"Macrophages"	"Macrophages-3"	"kidney_fibrosis_KC_mean"	-0.000330662761372923	0.00251774881919117	-0.131332704379601	0.895982820261799	65	0.250476245251907	38	4	5	"mixed"	"mixed"	0.93493859505579
