source	target	LR_pair	model	tissue	interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2	value.SD-LS	value.SS-LS	value.SD-HS 3d	value.C57BL/6-Saline 3d	value.SS-HS 21d	value.C57BL/6-AngII 3d	value.SHR-10w	value.WKY-10w	value.C57BL/6-AngII 28d	value.SHR-26w	value.WKY-26w	value.SS-HS 3d	sxt	value	strain	treatment
Inhibitory neuron	Inhibitory neuron	SEMA6A_PLXNA2	Salt-sensitive	HYP	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0.00420362606406656	0.00452585304763639	0.00401746990612252	0	0	0	0	0	0	0	0	0.00304475418970405	SD-HS 3d	-0.00018615615794404	SD	HS 3d
CT	EC5	ANGPT1_TEK	AngII	LK	ANGPT1_TEK	ANGPT	Angpt1	Tek				ANGPT inhibition receptor 1	PMID: 20651738	Secreted Signaling	Angpt1  - Tek	0	0	0	0.0219576511963891	0	0.0186422513601165	0	0	0.0217699273094229	0	0	0	C57BL/6-AngII 28d	-0.000187723886966203	C57BL/6	AngII 28d
CM	EC3	ANGPT1_TEK	Salt-sensitive	LV	ANGPT1_TEK	ANGPT	Angpt1	Tek				ANGPT inhibition receptor 1	PMID: 20651738	Secreted Signaling	Angpt1  - Tek	0.0183092157059163	0.0175744548184213	0.0135172010535586	0	0.0173862504172019	0	0	0	0	0	0	0.0188717413104799	SS-HS 21d	-0.000188204401219399	SS	HS 21d
NFO	Excitatory neuron	SEMA6A_PLXNA2	Salt-sensitive	HYP	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0.00856587457217716	0.00907204757327317	0.00837719435971752	0	0.00957663020229797	0	0	0	0	0	0	0.00661454357952064	SD-HS 3d	-0.000188680212459639	SD	HS 3d
EC5	EC5	SEMA6A_PLXNA2	Spontaneous	LV	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0	0	0	0	0	0	0.0238639316108657	0.0239880521016616	0	0.0236727812670609	0.023321501910263	0	SHR-26w	-0.000191150343804798	SHR	26w
EC3	EC14	PTPRM_PTPRM	Spontaneous	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0.148131371800981	0.148096518143639	0	0.147937773012055	0.146744133478233	0	SHR-26w	-0.000193598788925997	SHR	26w
EC14	EC3	PTPRM_PTPRM	Spontaneous	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0.148131371800981	0.148096518143639	0	0.147937773012055	0.146744133478233	0	SHR-26w	-0.000193598788925997	SHR	26w
EC5	IMM	SEMA6A_PLXNA4	AngII	LV	SEMA6A_PLXNA4	SEMA6	Sema6a	Plxna4					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna4	0	0	0	0.0176402505998165	0	0	0	0	0.017444950197956	0	0	0	C57BL/6-AngII 28d	-0.000195300401860502	C57BL/6	AngII 28d
EC6	Neuronal	SEMA6A_PLXNA4	Salt-sensitive	LV	SEMA6A_PLXNA4	SEMA6	Sema6a	Plxna4					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna4	0.0123319832821583	0.0181337019123175	0	0	0	0	0	0	0	0	0	0.0179380947201777	SS-HS 3d	-0.000195607192139801	SS	HS 3d
EC9	Pericyte	PTN_SDC2	AngII	HYP	PTN_SDC2	PTN	Ptn	Sdc2					PMID: 28356350; PMID: 25620911	Secreted Signaling	Ptn  - Sdc2	0	0	0	0.0169491048624702	0	0.0185297088436264	0	0	0.0167531950385949	0	0	0	C57BL/6-AngII 28d	-0.000195909823875299	C57BL/6	AngII 28d
Inhibitory neuron	Excitatory neuron	EFNA5_EPHA4	Salt-sensitive	HYP	EFNA5_EPHA4	EPHA	Efna5	Epha4					PMID: 15114347	Cell-Cell Contact	Efna5  - Epha4	0.0270489410470512	0.0238525884342087	0.026846621090036	0	0.020821121849106	0	0	0	0	0	0	0.0191691623158435	SD-HS 3d	-0.000202319957015199	SD	HS 3d
EC5	EC5	SEMA6A_PLXNA2	Salt-sensitive	LV	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0.0252246207089477	0.024540697344682	0.0234362135320112	0	0.0243136271280648	0	0	0	0	0	0	0.0243372876140026	SS-HS 3d	-0.000203409730679397	SS	HS 3d
EC6	EC14	SEMA6A_PLXNA4	Spontaneous	LV	SEMA6A_PLXNA4	SEMA6	Sema6a	Plxna4					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna4	0	0	0	0	0	0	0	0.0287021087187268	0	0	0.0284986453575928	0	WKY-26w	-0.000203463361134002	WKY	26w
EC5	EC4	SEMA6A_PLXNA2	Salt-sensitive	LV	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0.0195206171423974	0.0204097903221972	0.0182031042258793	0	0.0202019317115321	0	0	0	0	0	0	0.0211396273118521	SS-HS 21d	-0.0002078586106651	SS	HS 21d
EC2	EC10	LAMC1_ITGA6_ITGB1	Salt-sensitive	LV	LAMC1_ITGA6_ITGB1	LAMININ	Lamc1	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1  - (Itga6+Itgb1)	0.0160049089914665	0.01688912798287	0.0285300837379896	0	0.0150467844079471	0	0	0	0	0	0	0.0166804227403426	SS-HS 3d	-0.000208705242527401	SS	HS 3d
Myelinating OL	Inhibitory neuron	SEMA6A_PLXNA2	Salt-sensitive	HYP	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0.00748503285744769	0	0.00727360967463766	0	0	0	0	0	0	0	0	0	SD-HS 3d	-0.00021142318281003	SD	HS 3d
EC4	EC11	VEGFC_VEGFR3	Salt-sensitive	LV	VEGFC_VEGFR3	VEGF	Vegfc	Flt4					KEGG: mmu04370; PMID: 16633338	Secreted Signaling	Vegfc  - Vegfr3	0.0668346296446518	0.0238579726818571	0.0666221545686275	0	0.0623774159197765	0	0	0	0	0	0	0.0593897924460006	SD-HS 3d	-0.000212475076024302	SD	HS 3d
Ependymal cell	Astrocyte	NRXN1_NLGN1	AngII	HYP	NRXN1_NLGN1	NRXN	Nrxn1	Nlgn1					KEGG: mmu04514	Cell-Cell Contact	Nrxn1  - Nlgn1	0	0	0	0.052906039600422	0	0.174459333952269	0	0	0.0526909754382759	0	0	0	C57BL/6-AngII 28d	-0.000215064162146096	C57BL/6	AngII 28d
Fibroblast	EC15	PTPRM_PTPRM	AngII	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0.0194767680278906	0	0.0192563329321825	0	0	0.068736653298382	0	0	0	C57BL/6-AngII 3d	-0.000220435095708103	C57BL/6	AngII 3d
EC15	Fibroblast	PTPRM_PTPRM	AngII	LK	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0.0194767680278906	0	0.0192563329321825	0	0	0.068736653298382	0	0	0	C57BL/6-AngII 3d	-0.000220435095708103	C57BL/6	AngII 3d
EC5	EC4	PECAM1_PECAM1	Salt-sensitive	LV	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0.187786550128218	0.188972992718145	0.194871537866814	0	0.188748875874322	0	0	0	0	0	0	0.191944802513293	SS-HS 21d	-0.000224116843823008	SS	HS 21d
EC4	EC5	PECAM1_PECAM1	Salt-sensitive	LV	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0.187786550128218	0.188972992718145	0.194871537866814	0	0.188748875874322	0	0	0	0	0	0	0.191944802513293	SS-HS 21d	-0.000224116843823008	SS	HS 21d
EC5	EC5	SEMA6A_PLXNA2	Salt-sensitive	LV	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0.0252246207089477	0.024540697344682	0.0234362135320112	0	0.0243136271280648	0	0	0	0	0	0	0.0243372876140026	SS-HS 21d	-0.000227070216617199	SS	HS 21d
EC6	EC2	SEMA6A_PLXNA4	AngII	LK	SEMA6A_PLXNA4	SEMA6	Sema6a	Plxna4					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna4	0	0	0	0.021085563733784	0	0.0208481785018762	0	0	0.0246826417419366	0	0	0	C57BL/6-AngII 3d	-0.000237385231907802	C57BL/6	AngII 3d
EC2	CM	SEMA6A_PLXNA4	Salt-sensitive	LV	SEMA6A_PLXNA4	SEMA6	Sema6a	Plxna4					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna4	0.0141373192691245	0.0196810732350483	0	0	0.0465771284782512	0	0	0	0	0	0	0.0194343449886036	SS-HS 3d	-0.0002467282464447	SS	HS 3d
EC4	EC4	JAM2_JAM2	Salt-sensitive	LV	JAM2_JAM2	JAM	Jam2	Jam2					KEGG: mmu04514	Cell-Cell Contact	Jam2  - Jam2	0.0254980797853657	0.0235662162120359	0.025249221325438	0	0.127039464919232	0	0	0	0	0	0	0.0242259578470898	SD-HS 3d	-0.000248858459927698	SD	HS 3d
Astrocyte	Excitatory neuron	LRRC4C_NTNG1	Salt-sensitive	HYP	LRRC4C_NTNG1	NGL	Lrrc4c	Ntng1					KEGG: mmu04514	Cell-Cell Contact	Lrrc4c  - Ntng1	0.0295009152317035	0.0139375239708018	0.0602522828232522	0	0.0136839558284306	0	0	0	0	0	0	0.0275318141414531	SS-HS 21d	-0.000253568142371201	SS	HS 21d
Excitatory neuron	Astrocyte	CDH2_CDH2	Spontaneous	HYP	CDH2_CDH2	CDH	Cdh2	Cdh2					KEGG: mmu04514	Cell-Cell Contact	Cdh2  - Cdh2	0	0	0	0	0	0	0.0122046946320967	0.010526498086968	0	0.0119497509531137	0.0407031470169334	0	SHR-26w	-0.000254943678983001	SHR	26w
Astrocyte	Excitatory neuron	CDH2_CDH2	Spontaneous	HYP	CDH2_CDH2	CDH	Cdh2	Cdh2					KEGG: mmu04514	Cell-Cell Contact	Cdh2  - Cdh2	0	0	0	0	0	0	0.0122046946320967	0.010526498086968	0	0.0119497509531137	0.0407031470169334	0	SHR-26w	-0.000254943678983001	SHR	26w
EC11	EC1	SEMA3A_NRP1_PLXNA2	Salt-sensitive	LV	SEMA3A_NRP1_PLXNA2	SEMA3	Sema3a	NRP1_PLXNA2					PMID: 27533782	Secreted Signaling	Sema3a  - (Nrp1+Plxna2)	0.110068550322862	0.0448284643610217	0.0497841668462259	0	0.116778234970343	0	0	0	0	0	0	0.0445731641204061	SS-HS 3d	-0.000255300240615597	SS	HS 3d
EC9	VSMC	LAMA4_ITGA1_ITGB1	Spontaneous	MCA	LAMA4_ITGA1_ITGB1	LAMININ	Lama4	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama4  - (Itga1+Itgb1)	0	0	0	0	0	0	0.0140094118909862	0	0	0.0137533351916825	0	0	SHR-26w	-0.000256076699303699	SHR	26w
NFO	NFO	SEMA5A_PLXNB3	Salt-sensitive	HYP	SEMA5A_PLXNB3	SEMA5	Sema5a	Plxnb3					PMID: 27533782	Cell-Cell Contact	Sema5a  - Plxnb3	0.159465871999676	0.0802036361992147	0.159207378464193	0	0.0583146441847124	0	0	0	0	0	0	0.156430187080366	SD-HS 3d	-0.00025849353548299	SD	HS 3d
Excitatory neuron	Inhibitory neuron	LRRC4B_PTPRF	Salt-sensitive	HYP	LRRC4B_PTPRF	NGL	Lrrc4b	Ptprf					KEGG: mmu04514	Cell-Cell Contact	Lrrc4b  - Ptprf	0.00342879780083769	0.00369999843265028	0.0031610960675178	0	0.00442132515207343	0	0	0	0	0	0	0.00218832625673744	SD-HS 3d	-0.00026770173331989	SD	HS 3d
Excitatory neuron	Excitatory neuron	CNTN1_NRCAM	Salt-sensitive	HYP	CNTN1_NRCAM	CNTN	Cntn1	Nrcam					KEGG: mmu04514	Cell-Cell Contact	Cntn1  - Nrcam	0.0675269969490227	0.0754877393673816	0.0800001920299053	0	0.0752124847008768	0	0	0	0	0	0	0.0585218365996654	SS-HS 21d	-0.000275254666504798	SS	HS 21d
EC10	EC5	SEMA6A_PLXNA4	Salt-sensitive	LV	SEMA6A_PLXNA4	SEMA6	Sema6a	Plxna4					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna4	0.0124974118624277	0.0197403891520902	0.016170057662335	0	0.0194376385291488	0	0	0	0	0	0	0.0194650882208569	SS-HS 3d	-0.000275300931233298	SS	HS 3d
EC7	EC3	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.473277287153665	0.468888010769003	0.464188119048445	0	0.462788847585192	0	0	0	0	0	0	0.468607412340144	SS-HS 3d	-0.000280598428858969	SS	HS 3d
EC3	EC7	PTPRM_PTPRM	Salt-sensitive	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0.473277287153665	0.468888010769003	0.464188119048445	0	0.462788847585192	0	0	0	0	0	0	0.468607412340144	SS-HS 3d	-0.000280598428858969	SS	HS 3d
EC10	EC10	SEMA6A_PLXNA4	Salt-sensitive	LV	SEMA6A_PLXNA4	SEMA6	Sema6a	Plxna4					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna4	0.0152200457562823	0.0243072813397107	0.0149365457793439	0	0.0196237093328233	0	0	0	0	0	0	0.0200463337640318	SD-HS 3d	-0.000283499976938401	SD	HS 3d
Inhibitory neuron	Ependymal cell	NRG2_ERBB4	AngII	HYP	NRG2_ERBB4	NRG	Nrg2	Erbb4					KEGG: mmu04012	Secreted Signaling	Nrg2  - Erbb4	0	0	0	0.0111988728351961	0	0.0293558582937656	0	0	0.0109096163398527	0	0	0	C57BL/6-AngII 28d	-0.0002892564953434	C57BL/6	AngII 28d
Neuronal	CM	SEMA3C_NRP1_PLXNA4	Salt-sensitive	LV	SEMA3C_NRP1_PLXNA4	SEMA3	Sema3c	NRP1_PLXNA4					PMID: 27533782	Secreted Signaling	Sema3c  - (Nrp1+Plxna4)	0.0232851394714345	0.0319792565535243	0	0	0	0	0	0	0	0	0	0.0316874305545269	SS-HS 3d	-0.000291825998997401	SS	HS 3d
EC5	EC6	SEMA6A_PLXNA2	Salt-sensitive	LV	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0.0257246683752997	0	0.0254295642621794	0	0.0115237719969859	0	0	0	0	0	0	0	SD-HS 3d	-0.000295104113120299	SD	HS 3d
Myelinating OL	Premyelinating OL	NCAM1_NCAM2	Salt-sensitive	HYP	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2	0.353408296739994	0.354378212396177	0.320982621440361	0	0.354083018166645	0	0	0	0	0	0	0.316951392744088	SS-HS 21d	-0.000295194229532003	SS	HS 21d
EC6	EC10	SEMA6A_PLXNA2	Salt-sensitive	LV	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0.0148866303362196	0.0197772078108479	0	0	0	0	0	0	0	0	0	0.0194786810526776	SS-HS 3d	-0.000298526758170301	SS	HS 3d
EC1	EC11	SEMA6A_PLXNA4	Salt-sensitive	LV	SEMA6A_PLXNA4	SEMA6	Sema6a	Plxna4					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna4	0.0270631842916522	0.0224325003495955	0.0267618261349002	0	0.0242620934154324	0	0	0	0	0	0	0.019829981046693	SD-HS 3d	-0.000301358156751998	SD	HS 3d
EC4	EC4	JAM2_JAM2	AngII	LV	JAM2_JAM2	JAM	Jam2	Jam2					KEGG: mmu04514	Cell-Cell Contact	Jam2  - Jam2	0	0	0	0.0136188715303418	0	0	0	0	0.0133174989145054	0	0	0	C57BL/6-AngII 28d	-0.000301372615836399	C57BL/6	AngII 28d
NFO	Excitatory neuron	LRRC4B_PTPRF	Salt-sensitive	HYP	LRRC4B_PTPRF	NGL	Lrrc4b	Ptprf					KEGG: mmu04514	Cell-Cell Contact	Lrrc4b  - Ptprf	0.00391660177083475	0	0.00361408132148556	0	0	0	0	0	0	0	0	0.00264664403602559	SD-HS 3d	-0.00030252044934919	SD	HS 3d
EC10	EC5	SEMA6A_PLXNA4	Salt-sensitive	LV	SEMA6A_PLXNA4	SEMA6	Sema6a	Plxna4					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna4	0.0124974118624277	0.0197403891520902	0.016170057662335	0	0.0194376385291488	0	0	0	0	0	0	0.0194650882208569	SS-HS 21d	-0.000302750622941397	SS	HS 21d
EC1	CM	SEMA6A_PLXNA4	Salt-sensitive	LV	SEMA6A_PLXNA4	SEMA6	Sema6a	Plxna4					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna4	0.0139957060338612	0.020037775098428	0	0	0.0190130303654751	0	0	0	0	0	0	0.0197305432240957	SS-HS 3d	-0.000307231874332299	SS	HS 3d
EC5	EC10	SEMA6A_PLXNA2	Salt-sensitive	LV	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0.0227631680218401	0.021444520272857	0.0114648039261542	0	0.0211249610371683	0	0	0	0	0	0	0.021383873561721	SS-HS 21d	-0.000319559235688698	SS	HS 21d
Tanycyte	Astrocyte	NCAM1_NCAM2	AngII	HYP	NCAM1_NCAM2	NCAM	Ncam1	Ncam2					KEGG: mmu04514	Cell-Cell Contact	Ncam1  - Ncam2	0	0	0	0.0150389440513823	0	0.0530976980188801	0	0	0.0147158253226493	0	0	0	C57BL/6-AngII 28d	-0.000323118728733	C57BL/6	AngII 28d
EC9	Tanycyte	PTN_PTPRZ1	AngII	HYP	PTN_PTPRZ1	PTN	Ptn	Ptprz1					PMID: 28356350; PMID: 25620911	Secreted Signaling	Ptn  - Ptprz1	0	0	0	0.0182744412090689	0	0.0179494032468236	0	0	0.0181965864799998	0	0	0	C57BL/6-AngII 3d	-0.000325037962245301	C57BL/6	AngII 3d
IMM	IMM	NEGR1_NEGR1	Salt-sensitive	LV	NEGR1_NEGR1	NEGR	Negr1	Negr1					KEGG: mmu04514	Cell-Cell Contact	Negr1  - Negr1	0	0.0249511930198773	0	0	0.0246259220743007	0	0	0	0	0	0	0	SS-HS 21d	-0.000325270945576602	SS	HS 21d
EC3	CM	SEMA6A_PLXNA4	Salt-sensitive	LV	SEMA6A_PLXNA4	SEMA6	Sema6a	Plxna4					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna4	0.0125109933022476	0.0187383360501649	0	0	0.0182254642368102	0	0	0	0	0	0	0.0184128049286243	SS-HS 3d	-0.000325531121540601	SS	HS 3d
IMM	IMM	PTPRM_PTPRM	Spontaneous	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0.0329360003133483	0	0	0.0326103058639084	0	0	SHR-26w	-0.000325694449439896	SHR	26w
Excitatory neuron	NFO	SEMA5A_PLXNB3	Salt-sensitive	HYP	SEMA5A_PLXNB3	SEMA5	Sema5a	Plxnb3					PMID: 27533782	Cell-Cell Contact	Sema5a  - Plxnb3	0.0196367411105901	0.00902328393030735	0.0192860510402893	0	0.00896605371130203	0	0	0	0	0	0	0.017491961394721	SD-HS 3d	-0.000350690070300797	SD	HS 3d
Inhibitory neuron	Inhibitory neuron	LRRC4B_PTPRF	Salt-sensitive	HYP	LRRC4B_PTPRF	NGL	Lrrc4b	Ptprf					KEGG: mmu04514	Cell-Cell Contact	Lrrc4b  - Ptprf	0.00384785639034919	0.00428337480497515	0.00349420071104992	0	0.00457665538516388	0	0	0	0	0	0	0.00230581837737626	SD-HS 3d	-0.00035365567929927	SD	HS 3d
EC7	Pericyte	JAG2_NOTCH3	Spontaneous	MCA	JAG2_NOTCH3	NOTCH	Jag2	Notch3					PMID: 22353464	Cell-Cell Contact	Jag2  - Notch3	0	0	0	0	0	0	0.0121133196370156	0	0	0.0117572253440966	0	0	SHR-26w	-0.000356094292919001	SHR	26w
EC7	Neuronal	SEMA6A_PLXNA4	Salt-sensitive	LV	SEMA6A_PLXNA4	SEMA6	Sema6a	Plxna4					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna4	0	0.0160963018041439	0	0	0.0157385671249673	0	0	0	0	0	0	0.0170376562503384	SS-HS 21d	-0.000357734679176602	SS	HS 21d
Premyelinating OL	Excitatory neuron	PTN_ALK	Salt-sensitive	HYP	PTN_ALK	PTN	Ptn	Alk					PMID: 28356350; PMID: 25620911	Secreted Signaling	Ptn  - Alk	0.00640867737549136	0.00716499249831848	0.00604888027724313	0	0	0	0	0	0	0	0	0.00308970084766636	SD-HS 3d	-0.00035979709824823	SD	HS 3d
EC11	EC10	SEMA3A_NRP1_PLXNA2	Salt-sensitive	LV	SEMA3A_NRP1_PLXNA2	SEMA3	Sema3a	NRP1_PLXNA2					PMID: 27533782	Secreted Signaling	Sema3a  - (Nrp1+Plxna2)	0.0968778299311339	0.0388273153683156	0.0314305499321976	0	0.100342776042097	0	0	0	0	0	0	0.0384669616761938	SS-HS 3d	-0.000360353692121798	SS	HS 3d
OPC	Excitatory neuron	SEMA3D_NRP2_PLXNA2	Salt-sensitive	HYP	SEMA3D_NRP2_PLXNA2	SEMA3	Sema3d	NRP2_PLXNA2					PMID: 27533782	Secreted Signaling	Sema3d  - (Nrp2+Plxna2)	0.00691552331646737	0.00774164864139913	0.00655360215135295	0	0	0	0	0	0	0	0	0.0153263122300796	SD-HS 3d	-0.000361921165114421	SD	HS 3d
Pericyte	Pars tuberalis cell	PTN_SDC2	Salt-sensitive	HYP	PTN_SDC2	PTN	Ptn	Sdc2					PMID: 28356350; PMID: 25620911	Secreted Signaling	Ptn  - Sdc2	0.0156883153176623	0.0148752778494507	0.0153262632321654	0	0	0	0	0	0	0	0	0.0409532818038018	SD-HS 3d	-0.000362052085496901	SD	HS 3d
EC1	EC1	PTPRM_PTPRM	Spontaneous	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0.290890703540198	0.281890004946377	0	0.290528543452243	0.307809959085101	0	SHR-26w	-0.000362160087955032	SHR	26w
EC11	EC1	PECAM1_PECAM1	Salt-sensitive	LV	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0.0286725103027426	0.028189083812428	0.0283077266791448	0	0.02534609047389	0	0	0	0	0	0	0.0242220571893235	SD-HS 3d	-0.000364783623597799	SD	HS 3d
EC1	EC11	PECAM1_PECAM1	Salt-sensitive	LV	PECAM1_PECAM1	PECAM1	Pecam1	Pecam1					KEGG: mmu04514	Cell-Cell Contact	Pecam1  - Pecam1	0.0286725103027426	0.028189083812428	0.0283077266791448	0	0.02534609047389	0	0	0	0	0	0	0.0242220571893235	SD-HS 3d	-0.000364783623597799	SD	HS 3d
EC1	EC4	SEMA6A_PLXNA4	Salt-sensitive	LV	SEMA6A_PLXNA4	SEMA6	Sema6a	Plxna4					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna4	0.0596967538905356	0.0708441530570176	0.0295589343071095	0	0.0708424880587348	0	0	0	0	0	0	0.0704742061855194	SS-HS 3d	-0.000369946871498203	SS	HS 3d
OPC	Inhibitory neuron	LRRC4C_NTNG1	Salt-sensitive	HYP	LRRC4C_NTNG1	NGL	Lrrc4c	Ntng1					KEGG: mmu04514	Cell-Cell Contact	Lrrc4c  - Ntng1	0.0204629306959615	0.0286210631097567	0.0242477738922379	0	0	0	0	0	0	0	0	0.0282489317860305	SS-HS 3d	-0.0003721313237262	SS	HS 3d
EC4	EC4	SEMA6A_PLXNA2	Salt-sensitive	LV	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0.0561165235905157	0.0584747349121171	0.0505172061130795	0	0.0581024042225491	0	0	0	0	0	0	0.0569506207066846	SS-HS 21d	-0.000372330689567997	SS	HS 21d
Premyelinating OL	Excitatory neuron	LRRC4B_PTPRF	Salt-sensitive	HYP	LRRC4B_PTPRF	NGL	Lrrc4b	Ptprf					KEGG: mmu04514	Cell-Cell Contact	Lrrc4b  - Ptprf	0.0058794230462662	0.00669514296946251	0.00550382966194194	0	0.0074839158171063	0	0	0	0	0	0	0.00314021297809539	SD-HS 3d	-0.00037559338432426	SD	HS 3d
EC7	EC7	JAG2_NOTCH4	Spontaneous	MCA	JAG2_NOTCH4	NOTCH	Jag2	Notch4					PMID: 22353464	Cell-Cell Contact	Jag2  - Notch4	0	0	0	0	0	0	0.00864127245721777	0	0	0.00826269652974554	0	0	SHR-26w	-0.00037857592747223	SHR	26w
EC2	EC6	SEMA6A_PLXNA2	Salt-sensitive	LV	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0.0283650269607663	0	0.0279860764022237	0	0.0296344879319231	0	0	0	0	0	0	0	SD-HS 3d	-0.0003789505585426	SD	HS 3d
EC4	EC5	SEMA6A_PLXNA2	Salt-sensitive	LV	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0.0717316673566304	0.0697612639655794	0.0644304733246669	0	0.0693817385992924	0	0	0	0	0	0	0.0652043540531233	SS-HS 21d	-0.000379525366286992	SS	HS 21d
EC2	EC3	SEMA6A_PLXNA2	Salt-sensitive	LV	SEMA6A_PLXNA2	SEMA6	Sema6a	Plxna2					PMID: 27533782	Cell-Cell Contact	Sema6a  - Plxna2	0.0290367434566397	0.0274970612580407	0.0272741711448016	0	0.0619135326250529	0	0	0	0	0	0	0.0271100411113502	SS-HS 3d	-0.000387020146690498	SS	HS 3d
EC5	EC14	PTPRM_PTPRM	Spontaneous	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0.137620496720906	0.146038151807601	0	0.137216867485913	0.115108370142627	0	SHR-26w	-0.000403629234993014	SHR	26w
EC14	EC5	PTPRM_PTPRM	Spontaneous	LV	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0.137620496720906	0.146038151807601	0	0.137216867485913	0.115108370142627	0	SHR-26w	-0.000403629234993014	SHR	26w
EC7	EC7	PTPRM_PTPRM	Spontaneous	MCA	PTPRM_PTPRM	PTPRM	Ptprm	Ptprm					KEGG: mmu04514	Cell-Cell Contact	Ptprm  - Ptprm	0	0	0	0	0	0	0.441019001090976	0	0	0.440612771170565	0	0	SHR-26w	-0.000406229920411005	SHR	26w
